,tradeoff,id,rho,p,n
873,0.6,ERR260162,0.5361018758876441,0.11017966939738179,10.0
874,0.6,ERR260164,0.8813263905776002,0.0016849034194952638,9.0
875,0.6,ERR260165,-0.07623572803541202,0.8858679446358488,6.0
876,0.6,ERR260166,0.13962603941096324,0.7415838628838328,8.0
877,0.6,ERR260167,-0.11698748583154946,0.7475636123266459,10.0
878,0.6,ERR260172,-0.17892993007525704,0.6208832180675515,10.0
879,0.6,ERR260173,-0.0996192731135244,0.7135677996701237,16.0
880,0.6,ERR260174,-0.18885438359048784,0.7200862627784512,6.0
881,0.6,ERR260177,0.09269526112569891,0.827189413798432,8.0
882,0.6,ERR260180,0.7393699368587114,0.09304000136993115,6.0
883,0.6,ERR260181,0.13974147664052744,0.7199129878788183,9.0
884,0.6,ERR260182,-0.018543622419494834,0.9594497717172448,10.0
885,0.6,ERR260185,-0.4057168251868851,0.42481650293755346,6.0
886,0.6,ERR260186,0.5439882349372669,0.1300119603747036,9.0
887,0.6,ERR260189,-0.37050245440141455,0.3263154110549438,9.0
888,0.6,ERR260194,0.18868822592014292,0.6016286794289697,10.0
889,0.6,ERR260195,0.7248168255785398,0.06535631842681687,7.0
890,0.6,ERR260198,0.26730216429356474,0.4009595206278741,12.0
891,0.6,ERR260199,0.6444900321298651,0.16711502677917373,6.0
892,0.6,ERR260200,0.30928885480071155,0.45600512042871194,8.0
893,0.6,ERR260203,0.14611512278679964,0.7299085492803288,8.0
894,0.6,ERR260204,0.08138548974777561,0.8781912977595167,6.0
895,0.6,ERR260206,0.9697036439119893,0.15710605457917587,3.0
896,0.6,ERR260214,-0.41719181869449795,0.41051818421813774,6.0
897,0.6,ERR260218,,,2.0
898,0.6,ERR260222,-0.36439703133832785,0.6356029686616722,4.0
899,0.6,ERR260223,0.07836205196038061,0.9500619707798328,3.0
900,0.6,ERR260227,-0.7329123580935731,0.26708764190642686,4.0
901,0.6,ERR260230,0.984063938301392,0.002409153608069124,5.0
902,0.6,ERR260231,0.3539346583651223,0.6460653416348777,4.0
903,0.6,ERR260235,-0.22816941277638494,0.7120264993278155,5.0
904,0.6,ERR260238,0.23852208963195382,0.6992090147917844,5.0
905,0.6,ERR260244,-0.10964006661169808,0.8903599333883019,4.0
906,0.6,ERR260245,0.9839132658447576,6.249863600009215e-05,7.0
907,0.6,ERR260246,-0.3911379121893619,0.5149947592791339,5.0
908,0.6,ERR260250,-0.34152495240675107,0.5076301859050468,6.0
909,0.6,ERR260251,0.8567987525428993,0.013777288686049976,7.0
910,0.6,ERR260252,-0.5990829595580833,0.15517536807021814,7.0
911,0.6,ERR260258,-0.13522690521161773,0.8283499504666948,5.0
912,0.6,ERR260261,0.44479397071379173,0.17044266857971313,11.0
913,0.6,ERR260270,,,2.0
914,0.6,ERR260275,,,2.0
915,0.6,ERR260276,,,2.0
916,0.6,ERR275251,0.12184839904351671,0.8781516009564833,4.0
917,0.6,ERR321108,0.8412317668982342,0.36366199283200973,3.0
918,0.6,ERR321144,-0.22010297144366234,0.8587213214171875,3.0
919,0.6,ERR321148,,,1.0
920,0.6,ERR321150,,,1.0
921,0.6,ERR321182,-0.2988881070306703,0.7011118929693296,4.0
922,0.6,ERR321188,,,1.0
923,0.6,ERR321190,0.40919607027000965,0.7316184089650972,3.0
924,0.6,ERR321208,,,1.0
925,0.6,ERR321221,0.39594246123813587,0.7408359341618733,3.0
926,0.6,ERR321229,,,2.0
927,0.6,ERR321239,0.9500529264021053,0.20205731322889361,3.0
928,0.6,ERR321243,,,1.0
929,0.6,ERR321247,-0.1139091024821214,0.8860908975178786,4.0
930,0.6,ERR321251,,,2.0
931,0.6,ERR321252,0.487196475403469,0.40517969668552545,5.0
932,0.6,ERR321358,,,1.0
933,0.6,ERR321376,,,1.0
934,0.6,ERR321393,0.9144615295645291,0.010662309666573363,6.0
935,0.6,ERR321428,,,1.0
936,0.6,ERR321480,0.3496813367883997,0.6503186632116003,4.0
937,0.6,ERR321487,0.9341428776189055,0.23233212029071615,3.0
938,0.6,ERR321493,0.4839401806677114,0.1868347922215474,9.0
939,0.6,ERR321515,,,1.0
940,0.6,ERR321519,,,1.0
941,0.6,ERR321548,0.6470993036203796,0.031385757078092276,11.0
942,0.6,ERR321553,0.09779410565075002,0.8756834340682468,5.0
943,0.6,ERR321560,0.6441630231947484,0.03242109587589652,11.0
944,0.6,ERR321562,0.5302398961492989,0.09337287232309015,11.0
945,0.6,ERR321567,0.5876326179381431,0.22000939789576965,6.0
946,0.6,ERR321568,-0.052976464970745346,0.9008548201523823,8.0
947,0.6,ERR321578,0.4792585305083974,0.22950903882809415,8.0
948,0.6,ERR321584,0.6286281011393489,0.0950306873642293,8.0
949,0.6,ERR321587,,,2.0
950,0.6,ERR321589,0.4639781832678088,0.4311838755172799,5.0
951,0.6,ERR321590,0.3684722281802464,0.29477669492239544,10.0
952,0.6,ERR321592,-0.032433238934521096,0.9392303098023724,8.0
953,0.6,ERR321602,0.5306802153980993,0.11452378114694445,10.0
954,0.6,ERR321606,-0.019137905166683473,0.9581511622241113,10.0
955,0.6,ERR321608,0.03557302053072311,0.92760761485713,9.0
956,0.6,ERR321612,0.01991309611239939,0.9746475342901131,5.0
957,0.6,ERR321614,0.5346900953379459,0.09014719175595627,11.0
958,0.6,ERR321616,0.8058191382072177,0.028656914398421544,7.0
959,0.6,ERR321619,0.9993996940737373,0.022059880950316663,3.0
960,0.6,ERR321627,0.9165717604709989,0.08342823952900114,4.0
961,0.6,ERR321628,-0.3420712700532368,0.367561962660077,9.0
962,0.6,ERR321631,0.16213927823273339,0.7589223341929783,6.0
963,0.6,ERR321634,-0.19234704603580066,0.648145978883277,8.0
964,0.6,ERR321640,-0.1796487243997302,0.7334258747010864,6.0
965,0.6,ERR321642,0.48821367430883206,0.2663186471563685,7.0
966,0.6,ERR321648,0.8118338777496082,0.0007508176757396907,13.0
967,0.6,ERR414233,0.7150245867765425,0.17460179546542978,5.0
968,0.6,ERR414234,0.46222952428786623,0.11176874952114388,13.0
969,0.6,ERR414235,0.07329932849861148,0.8513427917674661,9.0
970,0.6,ERR414239,-0.24105052706803476,0.645427372814874,6.0
971,0.6,ERR414240,0.4056315396423006,0.31874954832757874,8.0
972,0.6,ERR414241,-0.08718876860772813,0.8891286230172807,5.0
973,0.6,ERR414242,0.985743582372781,0.0003034193893803971,6.0
974,0.6,ERR414244,,,2.0
975,0.6,ERR414246,0.5179021564941462,0.125181223203804,10.0
976,0.6,ERR414250,0.619289565183139,0.042169280874128565,11.0
977,0.6,ERR414252,0.48946532113272484,0.18110873240704878,9.0
978,0.6,ERR414254,,,1.0
979,0.6,ERR414261,0.35973712298575633,0.3814260144924822,8.0
980,0.6,ERR414262,0.9769325427164393,0.13700404054478144,3.0
981,0.6,ERR414265,0.2095481477357319,0.6520186470945184,7.0
982,0.6,ERR414266,-0.23440384545327175,0.5438040276700987,9.0
983,0.6,ERR414267,0.8764841462599585,0.0019285373476584182,9.0
984,0.6,ERR414268,0.6998344190107204,0.01650752767318754,11.0
985,0.6,ERR414274,0.44766432636741965,0.31382532318619033,7.0
986,0.6,ERR414277,-0.16538498811864255,0.6479544660355866,10.0
987,0.6,ERR414278,-0.44927267847174535,0.4478412829079265,5.0
988,0.6,ERR414279,-0.2923313953608409,0.5246534889714628,7.0
989,0.6,ERR414282,0.7207393929029021,0.02846957929999964,9.0
990,0.6,ERR414283,0.43815955635359943,0.2053100133749914,10.0
991,0.6,ERR414288,0.2138854151549351,0.6110277527929372,8.0
992,0.6,ERR414292,0.16558633963768918,0.7227298252359372,7.0
993,0.6,ERR414294,0.5379270534534325,0.27093818920352747,6.0
994,0.6,ERR414295,0.3707826707429603,0.3658733780472591,8.0
995,0.6,ERR414297,0.2575470572663815,0.5771297873959499,7.0
996,0.6,ERR414301,0.020107219062391345,0.9698432360833444,6.0
997,0.6,ERR414302,0.9211439526421796,0.00908223996589946,6.0
998,0.6,ERR414305,0.9211360384600611,0.0011548551760451329,8.0
999,0.6,ERR414306,0.27426494748163266,0.4144142758570041,11.0
1000,0.6,ERR414308,0.29322161271875175,0.4438143147362921,9.0
1001,0.6,ERR414309,0.1535344148744811,0.6933014756477998,9.0
1002,0.6,ERR414311,0.5324553861071991,0.09175766313639871,11.0
1003,0.6,ERR414312,0.8185855283139776,0.0129692096004705,8.0
1004,0.6,ERR414313,0.48506351666692193,0.40755296841019706,5.0
1005,0.6,ERR414315,0.8241274939646529,0.0062956143151902825,9.0
1006,0.6,ERR414316,0.6063231553952456,0.278335462059713,5.0
1007,0.6,ERR414318,0.025530584880400352,0.9480177621081836,9.0
1008,0.6,ERR414319,0.0773390341575557,0.8318291520004337,10.0
1009,0.6,ERR414320,0.2646612708621932,0.5662661742792757,7.0
1010,0.6,ERR414321,0.00519148835626017,0.9948085116437398,4.0
1011,0.6,ERR414322,0.6767490112906926,0.06529370980151306,8.0
1012,0.6,ERR414324,,,1.0
1013,0.6,ERR414325,0.37686886727715396,0.2532491670645843,11.0
1014,0.6,ERR414326,0.9623186928068848,0.0021030698832656303,6.0
1015,0.6,ERR414329,-0.7305235278455198,0.47855220878103655,3.0
1016,0.6,ERR414330,0.1713368059035607,0.6360110121677528,10.0
1017,0.6,ERR414331,-0.08306217369066995,0.9470599834090719,3.0
1018,0.6,ERR414332,0.6614877894773545,0.22403207964562905,5.0
1019,0.6,ERR414333,,,2.0
1020,0.6,ERR414334,0.38746271602105004,0.3429435785620488,8.0
1021,0.6,ERR414335,0.25305730401197474,0.6285166856870686,6.0
1022,0.6,ERR414336,0.8027342237885678,0.00920133939800625,9.0
1023,0.6,ERR414337,0.7797083512912164,0.43073466585258446,3.0
1024,0.6,ERR414338,0.8209086321186656,0.08849541277855769,5.0
1025,0.6,ERR414339,0.15210478528242435,0.6369888004987332,12.0
1026,0.6,ERR414341,0.4306372182790938,0.1860991105739572,11.0
1027,0.6,ERR414343,0.20666884649288894,0.6565926132164701,7.0
1028,0.6,ERR414344,0.9072785034481632,0.0007292134705192007,9.0
1029,0.6,ERR414345,0.5066705577685392,0.1639244459856311,9.0
1030,0.6,ERR414347,0.43823934623749666,0.20521794727888898,10.0
1031,0.6,ERR414351,0.9761321197537295,0.023867880246270512,4.0
1032,0.7,ERR260132,0.16198465821038452,0.7946602571162409,5.0
1033,0.7,ERR260134,-0.12310225721298473,0.6620533604958113,15.0
1034,0.7,ERR260138,-0.19133611133187228,0.6499045274891404,8.0
1035,0.7,ERR260139,-0.17555984044520073,0.7393657268634807,6.0
1036,0.7,ERR260140,,,2.0
1037,0.7,ERR260142,0.06467526992988834,0.8790716065016024,8.0
1038,0.7,ERR260143,0.15461505894809352,0.7406434723171316,7.0
1039,0.7,ERR260150,-0.11348140494061662,0.7890420792406109,8.0
1040,0.7,ERR260151,,,1.0
1041,0.7,ERR260152,0.9997330933121444,0.014709046094850122,3.0
1042,0.7,ERR260154,0.1988655092026633,0.6690313432656229,7.0
1043,0.7,ERR260158,,,2.0
1044,0.7,ERR260161,-0.4845684197157015,0.18617862451536002,9.0
1045,0.7,ERR260162,0.4273415320282947,0.21801367160378163,10.0
1046,0.7,ERR260164,0.8601118875782553,0.0029320930481323243,9.0
1047,0.7,ERR260165,0.053365624655785995,0.9200275527279173,6.0
1048,0.7,ERR260166,0.6281480811879743,0.09536026341892519,8.0
1049,0.7,ERR260167,-0.11698748573003924,0.7475636125397065,10.0
1050,0.7,ERR260172,0.36945528185980075,0.29339037324806816,10.0
1051,0.7,ERR260173,-0.09947261815818997,0.713972936522392,16.0
1052,0.7,ERR260174,0.6672392712309239,0.14767130564779246,6.0
1053,0.7,ERR260177,-0.10489515916277661,0.8047595154234101,8.0
1054,0.7,ERR260180,0.4315206228470666,0.39289580366362625,6.0
1055,0.7,ERR260181,0.1397423258215536,0.7199113411632359,9.0
1056,0.7,ERR260182,-0.01854353448348249,0.9594499638789036,10.0
1057,0.7,ERR260185,-0.47735295294975105,0.33835678677888786,6.0
1058,0.7,ERR260186,0.8073360386665986,0.00851254607118625,9.0
1059,0.7,ERR260189,-0.3705024732421526,0.32631538452033737,9.0
1060,0.7,ERR260194,0.18790280438670315,0.6031704438419329,10.0
1061,0.7,ERR260195,0.4429505760461487,0.319569570877494,7.0
1062,0.7,ERR260198,0.10136902076236802,0.7539235873541773,12.0
1063,0.7,ERR260199,0.6444900303064233,0.16711502837823902,6.0
1064,0.7,ERR260200,0.17108909227577188,0.6854130179561386,8.0
1065,0.7,ERR260203,0.5765837564406576,0.13461420488286066,8.0
1066,0.7,ERR260204,0.08154404955514143,0.8779550364742765,6.0
1067,0.7,ERR260206,0.9697036149404189,0.15710613008082094,3.0
1068,0.7,ERR260214,-0.44519893494480095,0.3763212776417888,6.0
1069,0.7,ERR260218,,,2.0
1070,0.7,ERR260222,-0.3643970313337678,0.6356029686662322,4.0
1071,0.7,ERR260223,0.07836205454056144,0.9500619691321719,3.0
1072,0.7,ERR260227,0.9708920369664876,0.029107963033512374,4.0
1073,0.7,ERR260230,0.984058743950043,0.002410329709763924,5.0
1074,0.7,ERR260231,0.5209630957961715,0.4790369042038285,4.0
1075,0.7,ERR260235,0.2779445661751592,0.6507208236101696,5.0
1076,0.7,ERR260238,0.23852272760766247,0.6992082259411853,5.0
1077,0.7,ERR260244,0.6199319897840826,0.3800680102159174,4.0
1078,0.7,ERR260245,0.940213230915,0.0016252228833718207,7.0
1079,0.7,ERR260246,0.37430914431287166,0.5347900982096764,5.0
1080,0.7,ERR260250,-0.004763808158236239,0.9928543418172625,6.0
1081,0.7,ERR260251,0.8590837146453189,0.013251295890161505,7.0
1082,0.7,ERR260252,-0.5515972129557888,0.19927582750481965,7.0
1083,0.7,ERR260258,-0.03914089256754737,0.9501769954948428,5.0
1084,0.7,ERR260261,0.44856017926859565,0.1664187156802619,11.0
1085,0.7,ERR260270,,,2.0
1086,0.7,ERR260275,,,2.0
1087,0.7,ERR260276,,,2.0
1088,0.7,ERR275251,0.8922044291714293,0.10779557082857072,4.0
1089,0.7,ERR321108,0.8412317311255018,0.3636620349527679,3.0
1090,0.7,ERR321144,-0.22010232390398649,0.8587217440172908,3.0
1091,0.7,ERR321148,,,1.0
1092,0.7,ERR321150,,,1.0
1093,0.7,ERR321182,-0.18834859262111453,0.8116514073788854,4.0
1094,0.7,ERR321188,,,1.0
1095,0.7,ERR321190,0.4091960702931367,0.7316184089489612,3.0
1096,0.7,ERR321208,,,1.0
1097,0.7,ERR321221,0.4099199681883675,0.7311132508007608,3.0
1098,0.7,ERR321229,,,2.0
1099,0.7,ERR321239,0.9500522956883964,0.2020585997971576,3.0
1100,0.7,ERR321243,,,1.0
1101,0.7,ERR321247,-0.09762744978294045,0.9023725502170595,4.0
1102,0.7,ERR321251,,,2.0
1103,0.7,ERR321252,0.4871965508235161,0.4051796128251926,5.0
1104,0.7,ERR321358,,,1.0
1105,0.7,ERR321376,,,1.0
1106,0.7,ERR321393,0.9144615266273158,0.010662310388070924,6.0
1107,0.7,ERR321428,,,1.0
1108,0.7,ERR321480,0.34968134681415464,0.6503186531858454,4.0
1109,0.7,ERR321487,0.9541907951188849,0.19343875577646202,3.0
1110,0.7,ERR321493,0.48198120253760834,0.18888922839344235,9.0
1111,0.7,ERR321515,,,1.0
1112,0.7,ERR321519,,,1.0
1113,0.7,ERR321548,0.6470992596398562,0.0313857724096246,11.0
1114,0.7,ERR321553,0.43963371135131335,0.45883513957814837,5.0
1115,0.7,ERR321560,0.6441630459393691,0.032421087764669745,11.0
1116,0.7,ERR321562,0.5302399065264779,0.09337286471411567,11.0
1117,0.7,ERR321567,0.6674642555030512,0.14748412718613854,6.0
1118,0.7,ERR321568,-0.07810306155752113,0.8541512141751737,8.0
1119,0.7,ERR321578,0.5243238064351512,0.182213405644355,8.0
1120,0.7,ERR321584,0.6248466896438643,0.09764477160006224,8.0
1121,0.7,ERR321587,,,2.0
1122,0.7,ERR321589,0.4674811741843233,0.4272369745143536,5.0
1123,0.7,ERR321590,0.36847244598601636,0.2947763873816609,10.0
1124,0.7,ERR321592,-0.032294235093462645,0.939490396311135,8.0
1125,0.7,ERR321602,0.5306802159780016,0.1145237806766575,10.0
1126,0.7,ERR321606,-0.019107440388074274,0.9582177308460966,10.0
1127,0.7,ERR321608,0.028276011883743523,0.9424349476504882,9.0
1128,0.7,ERR321612,0.07712986392940968,0.9018926645513063,5.0
1129,0.7,ERR321614,0.534650132008961,0.09017582691795376,11.0
1130,0.7,ERR321616,0.8058190752946606,0.028656936575651555,7.0
1131,0.7,ERR321619,0.9549081022763107,0.19190662545212384,3.0
1132,0.7,ERR321627,0.9165717657775688,0.08342823422243117,4.0
1133,0.7,ERR321628,-0.29009942246883763,0.448907193704866,9.0
1134,0.7,ERR321631,0.1621392977889356,0.7589223056298487,6.0
1135,0.7,ERR321634,0.04756480094412043,0.9109504208009096,8.0
1136,0.7,ERR321640,-0.06265260506126215,0.9061440590759433,6.0
1137,0.7,ERR321642,0.48846626348216166,0.2660336837850574,7.0
1138,0.7,ERR321648,0.8118978831247649,0.0007495125051909133,13.0
1139,0.7,ERR414233,0.7150245863278036,0.17460179586486158,5.0
1140,0.7,ERR414234,0.46225055753082206,0.11175030285527461,13.0
1141,0.7,ERR414235,0.07329931825869439,0.8513428123489833,9.0
1142,0.7,ERR414239,-0.24105052857890605,0.6454273706802517,6.0
1143,0.7,ERR414240,0.4056315102212121,0.31874958683234755,8.0
1144,0.7,ERR414241,0.54918232476398,0.3376998958087998,5.0
1145,0.7,ERR414242,0.9857593165755848,0.00030275161219490005,6.0
1146,0.7,ERR414244,,,2.0
1147,0.7,ERR414246,0.6329560255829585,0.04949945403459254,10.0
1148,0.7,ERR414250,0.6192895718688483,0.042169278010695324,11.0
1149,0.7,ERR414252,0.4894653211530067,0.18110873238621467,9.0
1150,0.7,ERR414254,,,1.0
1151,0.7,ERR414261,0.3585333028487488,0.38313847647614463,8.0
1152,0.7,ERR414262,0.9769325401561291,0.13700404817745887,3.0
1153,0.7,ERR414265,0.20954814774134126,0.652018647085616,7.0
1154,0.7,ERR414266,-0.14104745612529349,0.7173816386352824,9.0
1155,0.7,ERR414267,0.8764100311273333,0.0019324449492318207,9.0
1156,0.7,ERR414268,0.6997809720183972,0.01651933748649559,11.0
1157,0.7,ERR414274,0.7538409215915797,0.05031311665577075,7.0
1158,0.7,ERR414277,-0.16596587561910553,0.646785564076774,10.0
1159,0.7,ERR414278,0.15093020905483653,0.808561807203476,5.0
1160,0.7,ERR414279,-0.24084414786138136,0.6028848009834744,7.0
1161,0.7,ERR414282,0.7207393955656898,0.02846957843168208,9.0
1162,0.7,ERR414283,0.4381595682202514,0.20530999968079755,10.0
1163,0.7,ERR414288,0.3604097642566929,0.38047064857335905,8.0
1164,0.7,ERR414292,0.1655863963932358,0.7227297328201984,7.0
1165,0.7,ERR414294,0.5379270516535387,0.2709381911221274,6.0
1166,0.7,ERR414295,0.370782727046235,0.36587329951041114,8.0
1167,0.7,ERR414297,0.7872416380129477,0.03562759262192721,7.0
1168,0.7,ERR414301,0.02010727042562145,0.9698431590696488,6.0
1169,0.7,ERR414302,0.9211923233930827,0.009071251394159829,6.0
1170,0.7,ERR414305,0.9211360384133438,0.0011548551780558565,8.0
1171,0.7,ERR414306,0.2742695962152944,0.4144060442041878,11.0
1172,0.7,ERR414308,0.29217691638958726,0.44551558817191833,9.0
1173,0.7,ERR414309,0.18687486827721367,0.6302072892199414,9.0
1174,0.7,ERR414311,0.5356955789507818,0.08942869908544562,11.0
1175,0.7,ERR414312,0.8182368732619264,0.013040488276673272,8.0
1176,0.7,ERR414313,0.4759907791889266,0.41768357757366287,5.0
1177,0.7,ERR414315,0.8241274939719141,0.006295614314327958,9.0
1178,0.7,ERR414316,0.6063233210382915,0.27833529434557003,5.0
1179,0.7,ERR414318,0.025592046064227072,0.9478927588333029,9.0
1180,0.7,ERR414319,0.07733316582163345,0.8318417600309834,10.0
1181,0.7,ERR414320,0.2646612714923073,0.5662661733199621,7.0
1182,0.7,ERR414321,0.005191402934146608,0.9948085970658533,4.0
1183,0.7,ERR414322,0.67674679378642,0.06529493127482906,8.0
1184,0.7,ERR414324,,,1.0
1185,0.7,ERR414325,0.36473988607308816,0.27007614405659547,11.0
1186,0.7,ERR414326,0.9621838076995443,0.002118056804979368,6.0
1187,0.7,ERR414329,-0.7305235278389266,0.47855220878718313,3.0
1188,0.7,ERR414330,0.573556239703024,0.08299962360877743,10.0
1189,0.7,ERR414331,-0.0830621770798165,0.9470599812439925,3.0
1190,0.7,ERR414332,0.49941518896382003,0.391647191040099,5.0
1191,0.7,ERR414333,,,2.0
1192,0.7,ERR414334,0.38747680362223397,0.34292450022829946,8.0
1193,0.7,ERR414335,0.2527958793509073,0.6288837369434035,6.0
1194,0.7,ERR414336,0.8023492415063321,0.009260614544559979,9.0
1195,0.7,ERR414337,0.7797081852650145,0.4307348346567846,3.0
1196,0.7,ERR414338,0.8209086326591081,0.08849541238560434,5.0
1197,0.7,ERR414339,0.15210109521270548,0.6369970698761308,12.0
1198,0.7,ERR414341,0.49940775690728195,0.1178112742047117,11.0
1199,0.7,ERR414343,0.2067881643121716,0.6564028983814634,7.0
1200,0.7,ERR414344,0.8937428577643025,0.0011589130837597592,9.0
1201,0.7,ERR414345,0.5063586343864691,0.16422727478296936,9.0
1202,0.7,ERR414347,0.4382393443401806,0.20521794946783553,10.0
1203,0.7,ERR414351,0.9852987194869129,0.014701280513087056,4.0
1204,0.8,ERR260132,0.021410124551103145,0.9727418655578168,5.0
1205,0.8,ERR260134,-0.1991425243257708,0.47674908408650196,15.0
1206,0.8,ERR260138,-0.24290886426991448,0.5621447024297436,8.0
1207,0.8,ERR260139,-0.5438636979585534,0.2646385551993466,6.0
1208,0.8,ERR260140,,,2.0
1209,0.8,ERR260142,0.06757268334594821,0.873686367213022,8.0
1210,0.8,ERR260143,-0.06877286369077833,0.8835234668684554,7.0
1211,0.8,ERR260150,-0.29941501401800164,0.47124740057524084,8.0
1212,0.8,ERR260151,,,1.0
1213,0.8,ERR260152,-0.9810295213330623,0.12420046742965622,3.0
1214,0.8,ERR260154,0.12371853054256435,0.7915725989569139,7.0
1215,0.8,ERR260158,,,2.0
1216,0.8,ERR260161,-0.5591666844531367,0.11752608215344981,9.0
1217,0.8,ERR260162,-0.2136285573726949,0.553436713266901,10.0
1218,0.8,ERR260164,-0.15910966422459102,0.6826249364318531,9.0
1219,0.8,ERR260165,0.015495945608351883,0.976757942064253,6.0
1220,0.8,ERR260166,0.6579481994033872,0.07613890430659692,8.0
1221,0.8,ERR260167,-0.11698748596376274,0.7475636120491423,10.0
1222,0.8,ERR260172,0.762904707621697,0.010267117810543866,10.0
1223,0.8,ERR260173,-0.09945195106627065,0.7140300354827244,16.0
1224,0.8,ERR260174,0.8655548183511347,0.02589817790072271,6.0
1225,0.8,ERR260177,-0.20423066107398521,0.6275823877532642,8.0
1226,0.8,ERR260180,-0.18473122256218202,0.7260552003322686,6.0
1227,0.8,ERR260181,0.36793257558461473,0.32994470848252994,9.0
1228,0.8,ERR260182,0.2653362879317826,0.45874336961699475,10.0
1229,0.8,ERR260185,-0.035008912386979764,0.9475080853002118,6.0
1230,0.8,ERR260186,0.1246049730741685,0.7494183201014046,9.0
1231,0.8,ERR260189,-0.37058053102046035,0.3262054600155875,9.0
1232,0.8,ERR260194,0.018813295805204463,0.9588604784138348,10.0
1233,0.8,ERR260195,-0.2702979876652087,0.5577053733449714,7.0
1234,0.8,ERR260198,-0.21434128279988296,0.5035239287176739,12.0
1235,0.8,ERR260199,0.46443352401962057,0.353438520800681,6.0
1236,0.8,ERR260200,-0.18069945144464755,0.6684915962799246,8.0
1237,0.8,ERR260203,0.6467072539054118,0.08309465929388192,8.0
1238,0.8,ERR260204,0.8106139779383208,0.050404237613466636,6.0
1239,0.8,ERR260206,0.11352800357935526,0.9275696685514964,3.0
1240,0.8,ERR260214,-0.49946961409855156,0.3130968950464316,6.0
1241,0.8,ERR260218,,,2.0
1242,0.8,ERR260222,0.7114949952567462,0.2885050047432538,4.0
1243,0.8,ERR260223,0.07836205195843686,0.9500619707810739,3.0
1244,0.8,ERR260227,0.9160422902184236,0.08395770978157635,4.0
1245,0.8,ERR260230,0.19067261218081924,0.7587072560314246,5.0
1246,0.8,ERR260231,0.9185744045121209,0.08142559548787909,4.0
1247,0.8,ERR260235,0.07823510736633045,0.9004896774403855,5.0
1248,0.8,ERR260238,0.7844031584997799,0.11620600047006906,5.0
1249,0.8,ERR260244,0.7051643799624208,0.29483562003757924,4.0
1250,0.8,ERR260245,0.4537425637059699,0.3064852074038077,7.0
1251,0.8,ERR260246,0.9634518164268482,0.008341367086141195,5.0
1252,0.8,ERR260250,0.4735616028665515,0.34275819833505766,6.0
1253,0.8,ERR260251,0.22709426979288547,0.6243365791698228,7.0
1254,0.8,ERR260252,-0.18503229773839847,0.6912289519827116,7.0
1255,0.8,ERR260258,0.018507692087198095,0.9764366199111556,5.0
1256,0.8,ERR260261,0.17694271656283347,0.6027384815166749,11.0
1257,0.8,ERR260270,,,2.0
1258,0.8,ERR260275,,,2.0
1259,0.8,ERR260276,,,2.0
1260,0.8,ERR275251,0.07454363946746637,0.9254563605325337,4.0
1261,0.8,ERR321108,0.8412317594523945,0.3636620015991462,3.0
1262,0.8,ERR321144,0.09376613740599497,0.9402188034748351,3.0
1263,0.8,ERR321148,,,1.0
1264,0.8,ERR321150,,,1.0
1265,0.8,ERR321182,0.874100029743038,0.12589997025696198,4.0
1266,0.8,ERR321188,,,1.0
1267,0.8,ERR321190,0.7503413934487624,0.4597782322052596,3.0
1268,0.8,ERR321208,,,1.0
1269,0.8,ERR321221,-0.3308914616444542,0.7853011943597676,3.0
1270,0.8,ERR321229,,,2.0
1271,0.8,ERR321239,0.9500547099011579,0.20205367509598843,3.0
1272,0.8,ERR321243,,,1.0
1273,0.8,ERR321247,0.2662784087932405,0.7337215912067595,4.0
1274,0.8,ERR321251,,,2.0
1275,0.8,ERR321252,0.8076845301239146,0.09826806661530857,5.0
1276,0.8,ERR321358,,,1.0
1277,0.8,ERR321376,,,1.0
1278,0.8,ERR321393,0.9144615266136523,0.010662310391427232,6.0
1279,0.8,ERR321428,,,1.0
1280,0.8,ERR321480,0.6039499261128833,0.39605007388711666,4.0
1281,0.8,ERR321487,0.8511174106730506,0.3518509566191501,3.0
1282,0.8,ERR321493,-0.004539559525120198,0.9907522440880718,9.0
1283,0.8,ERR321515,,,1.0
1284,0.8,ERR321519,,,1.0
1285,0.8,ERR321548,0.8268079424396966,0.0016961694325176048,11.0
1286,0.8,ERR321553,0.19113581369348417,0.7581283361437672,5.0
1287,0.8,ERR321560,0.5859908634358904,0.05816217878373486,11.0
1288,0.8,ERR321562,0.19858915947391625,0.5582957711858729,11.0
1289,0.8,ERR321567,-0.021821366117450197,0.967273146185808,6.0
1290,0.8,ERR321568,-0.21243949430526918,0.6134980756728955,8.0
1291,0.8,ERR321578,0.766639325511378,0.02646946831795156,8.0
1292,0.8,ERR321584,0.12434430817244191,0.7692464630894525,8.0
1293,0.8,ERR321587,,,2.0
1294,0.8,ERR321589,0.962420536318493,0.008695536720737116,5.0
1295,0.8,ERR321590,0.36847728579865463,0.29476955363292956,10.0
1296,0.8,ERR321592,-0.03250703923413136,0.939092225868372,8.0
1297,0.8,ERR321602,0.5249664703706933,0.11921628413117698,10.0
1298,0.8,ERR321606,-0.013398777261174694,0.9706954360862124,10.0
1299,0.8,ERR321608,-0.12118173342445843,0.7561317376755191,9.0
1300,0.8,ERR321612,0.8941429500777146,0.040681278801502255,5.0
1301,0.8,ERR321614,0.7999977321682721,0.0031105761188445413,11.0
1302,0.8,ERR321616,0.805700192160886,0.02869886110974255,7.0
