samples,kingdom,phylum,class,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,file,reads,relative
ERR321648,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,4305,0.00021868116210369782
ERR414233,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,2607,0.00019798894269347893
ERR414234,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,6822,0.00027020249859284397
ERR414235,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,57304,0.005287523386199954
ERR414239,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,8582,0.001042930403535804
ERR414240,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,5416,0.0003471986721317548
ERR414241,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,953,7.777136166310921e-05
ERR414254,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,297,6.31891096867203e-05
ERR414261,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,1040,8.798314378323796e-05
ERR414266,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,528,Lactobacillus_acidophilus_ATCC_4796.xml|Lactobacillus_acidophilus_NCFM.xml|Lactobacillus_amylolyticus_DSM_11664.xml|Lactobacillus_amylovorus_GRL_1112.xml|Lactobacillus_animalis_KCTC_3501.xml|Lactobacillus_antri_DSM_16041.xml|Lactobacillus_brevis_ATCC_367.xml|Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml|Lactobacillus_buchneri_ATCC_11577.xml|Lactobacillus_casei_ATCC_334.xml|Lactobacillus_casei_casei_BL23.xml|Lactobacillus_coleohominis_101_4_CHN.xml|Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml|Lactobacillus_crispatus_125_2_CHN.xml|Lactobacillus_curvatus_CRL_705.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml|Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml|Lactobacillus_fermentum_ATCC_14931.xml|Lactobacillus_fermentum_IFO_3956.xml|Lactobacillus_gasseri_ATCC_33323.xml|Lactobacillus_gastricus_PS3.xml|Lactobacillus_helveticus_DPC_4571.xml|Lactobacillus_helveticus_DSM_20075.xml|Lactobacillus_hilgardii_ATCC_8290.xml|Lactobacillus_iners_DSM_13335.xml|Lactobacillus_jensenii_1153.xml|Lactobacillus_johnsonii_DPC_6026.xml|Lactobacillus_johnsonii_NCC_533.xml|Lactobacillus_mucosae_LM1.xml|Lactobacillus_oris_F0423.xml|Lactobacillus_paracasei_subsp_paracasei_8700_2.xml|Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml|Lactobacillus_pentosus_KCA1.xml|Lactobacillus_plantarum_JDM1.xml|Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml|Lactobacillus_plantarum_WCFS1.xml|Lactobacillus_reuteri_CF48_3A_.xml|Lactobacillus_reuteri_F275_JCM_1112.xml|Lactobacillus_reuteri_MM2_3_.xml|Lactobacillus_reuteri_MM4_1A_.xml|Lactobacillus_reuteri_SD2112_ATCC_55730.xml|Lactobacillus_rhamnosus_GG_ATCC_53103.xml|Lactobacillus_rhamnosus_LMS2_1.xml|Lactobacillus_ruminis_ATCC_25644.xml|Lactobacillus_sakei_subsp_sakei_23K.xml|Lactobacillus_salivarius_HO66_ATCC_11741.xml|Lactobacillus_salivarius_salivarius_UCC118.xml|Lactobacillus_ultunensis_DSM_16047.xml|Lactobacillus_vaginalis_ATCC_49540.xml,3186,0.00021380570121693423
