strain,species,genus,family,order,class,phylum,kingdom,id,genbank,intercept,slope,rate,rsquared,pval
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321628,CP001104,1.13899933902149,5.4159890486463e-05,2.53198758622279,0.792160679679882,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR321628,AP009256,1.71060024561043,4.6452007184297e-05,2.1740344960188,0.944515093723954,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR321628,CP001071,2.66622525422141,2.24206539100737e-05,1.61260582716742,0.962921178928819,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321628,CP003040,1.33672298254087,2.04798999061414e-05,1.80134009226021,0.559662725075562,0
Desulfovibrio piger,Desulfovibrio piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,ERR321628,LT630450,1.24748995560811,4.10912462312916e-05,2.51670493792834,0.957200813414605,0
Acidaminococcus intestini RyC-MR95,Acidaminococcus intestini,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,ERR321628,CP003058,2.21927127285545,1.81468225662342e-05,1.43501630215779,0.886294988839586,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321628,FP929039,0.971225923733842,2.72151786316109e-05,1.97376724343519,0.74727634511145,0
Megasphaera stantonii,Megasphaera stantonii,Megasphaera,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,ERR321628,CP029462,2.30240370116115,3.15450391420561e-05,1.95322209571265,0.918654464055631,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321628,FP929044,1.4042795589853,0.000102225507368797,11.1028990236516,0.99159709014547,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321628,AP018536,1.28726479370743,2.69939344833906e-05,2.41285835032026,0.879565059966916,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321628,CP001107,1.14216027423378,4.07231821770688e-05,3.07676395817704,0.713447556984536,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321631,CP030777,0.59625439962841,8.67068118633281e-05,7.85330302788243,0.811699605927812,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321631,AP018532,1.53719610956375,3.71609584041241e-05,2.68355846447455,0.937406575812525,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321631,FP929032,1.87082339870565,5.44924165442875e-05,5.15827997063201,0.766275548473313,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321631,CP003274,3.02917545365454,3.14504549674264e-05,2.55883196755177,0.904852002199279,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321631,CP001104,2.79912036391649,5.14592258717324e-05,2.4173698284608,0.884290021159632,0
Clostridiales bacterium CCNA10,Clostridiales bacterium CCNA10,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321631,AP018533,0.801536790801605,8.81109934911512e-05,12.2834846863714,0.924619643808009,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321631,CP012098,1.28942493511205,3.08941181120748e-05,2.19055405705684,0.838385170922748,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321631,CP022412,2.46602274133747,8.81904979544367e-06,1.38056800583902,0.96855205883876,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321631,HF545616,2.00529207802822,1.79425920033631e-05,1.53130240360516,0.946782419408833,0
[Ruminococcus] torques L2-14,Ruminococcus torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321631,FP929055,1.45298528273915,3.37937661535077e-05,2.46808499519962,0.923734145575854,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321631,CP002544,0.70509921624924,2.37796208966498e-05,2.30612429033785,0.42985315187115,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321631,FP929044,1.42804549132849,2.10608151950695e-05,1.64204115754672,0.820282530447864,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321631,CP000139,0.892716456326891,5.73543286045545e-05,10.6869197779975,0.93570145571539,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321634,CP030777,1.94581665294693,4.9647916019673e-05,3.25463884592421,0.98070768241187,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321634,FP929032,1.14422653845434,4.18742102874479e-05,3.52791430937687,0.860251389711678,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321634,CP001104,2.8487833267682,5.5620975916305e-05,2.596246115193,0.940270840848652,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321634,HF545616,4.22575867541802,2.15365625777869e-05,1.66774401621108,0.883270866360188,0
Dialister sp. Marseille-P5638,Dialister sp. Marseille-P5638,Dialister,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,ERR321634,LT996885,2.72855653980008,1.46596459313602e-05,1.31273447582808,0.980688072073372,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321634,FP929053,1.12050185672839,6.62090579778917e-05,6.54097435685646,0.980541139068138,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321634,CP003040,1.07616162715524,2.83265126764614e-05,2.25696049595752,0.619864576133219,0
[Ruminococcus] torques L2-14,Ruminococcus torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321634,FP929055,1.07129558648166,4.04246921476456e-05,2.94678197756963,0.749148251446705,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321634,FP929039,3.65086258470686,2.08227083939387e-05,1.68242220969038,0.95798283079769,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321634,CP002544,1.24909438182555,1.7978242162649e-05,1.88084185742044,0.486742638664769,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321634,CP000139,1.0905348542008,4.88085957918471e-05,7.50852505623703,0.979928214665866,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321634,AP018536,2.84307966714834,2.0466707124487e-05,1.9499985977484,0.901696403686938,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321634,FP929049,2.10233477688557,2.25241899456235e-05,2.10992915798041,0.71740006529422,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321634,CP001107,2.33998358387646,2.67725868215358e-05,2.09356813327836,0.825100753775066,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321640,CP030777,2.85484262635558,3.85157796065456e-05,2.4979779022017,0.976379236429344,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321640,AP018532,1.20540702049319,5.50032809718827e-05,4.31072953622424,0.784002946247204,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321640,FP929032,1.40263217649514,2.66981725745032e-05,2.23401827654841,0.88220392276316,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321640,CP011531,0.932387221534579,5.56106806823535e-05,10.61755270777,0.972070729153446,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR321640,CP024160,1.81412811995445,6.22522232683764e-05,3.15382427342695,0.972578710893268,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321640,CP001104,1.65501216927364,6.51356302320586e-05,3.05650304086402,0.927685347023984,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321640,CP012098,0.759987599043815,4.67527509723523e-05,3.27618070648831,0.73997792105343,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321640,CP022412,0.986393822231101,1.39273706200743e-05,1.66411939035214,0.904282837334037,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR321640,AP009256,0.927296607050442,4.46510966233283e-05,2.10955501809448,0.960946057516997,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321640,HF545616,2.77264763498275,2.30076819490727e-05,1.72704082580231,0.885657886410449,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321640,FP929053,1.83964098950965,3.6537192411134e-05,2.81908961123881,0.914398569548455,0
Desulfovibrio piger,Desulfovibrio piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,ERR321640,LT630450,0.905028297834428,6.06506705774942e-05,3.90506610654514,0.936607459692723,0
[Ruminococcus] torques L2-14,Ruminococcus torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321640,FP929055,2.61264375673364,4.15530142125516e-05,3.03702458733186,0.875475612437109,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321640,FP929039,3.64453656616375,2.45477477322937e-05,1.84651657062655,0.954590272719584,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321640,FP929062,0.605882122746481,5.81924841107992e-05,5.34632325324178,0.610950565880963,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321640,FP929044,3.0033016313069,7.48677159772172e-05,5.82981329997441,0.929519487402737,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321640,CP000139,1.10493975963572,5.0324778027513e-05,7.99378972968699,0.971840542563441,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321640,AP018536,1.77241018172976,2.41391684317544e-05,2.19824884954874,0.695308363705271,0
Candidatus Methanomethylophilus alvus Mx1201,Methanomethylophilus alvus,Candidatus Methanomethylophilus,Methanomassiliicoccaceae,Methanomassiliicoccales,Thermoplasmata,Euryarchaeota,Archaea,ERR321640,CP004049,1.54087145600696,2.49445889813304e-05,1.39463968845589,0.975893457773713,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321640,FP929049,0.644569058685911,4.12620595779895e-05,3.92668678458431,0.589850865724825,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321640,CP001107,2.87426935013746,3.61556684699469e-05,2.71237365351819,0.858741340843839,0
Blautia sp. N6H1-15,Blautia sp. N6H1-15,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321642,CP030280,0.594861275987387,5.02931115858794e-05,3.7696559946512,0.518769621431785,0
Bacteroides xylanisolvens XB1A,Bacteroides xylanisolvens,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321642,FP929033,2.44306691558766,6.41494844892679e-05,21.4757137566166,0.983880676828512,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321642,AP018532,2.13221623615035,3.35714425540849e-05,2.43949682800061,0.939768939452405,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321642,CP011531,3.53949370307975,5.29911664559081e-05,9.49935331843992,0.990283051937073,0
Clostridiales bacterium CCNA10,Clostridiales bacterium CCNA10,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321642,AP018533,1.57102558744057,4.34030587036328e-05,3.44028691047877,0.935639662182447,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321642,CP012098,1.19698648469366,2.89940985650046e-05,2.08741865595604,0.946265201340762,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321642,FP929053,2.01962756199558,2.5775094102548e-05,2.07743990204642,0.937104692043919,0
Bacteroides ovatus,Bacteroides ovatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321642,CP012938,3.63173332233906,3.94812231433449e-05,7.72404147641669,0.896718823850451,0
[Clostridium] bolteae,Clostridium bolteae,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321642,CP022464,1.2798156635827,1.45349356152118e-05,2.14678366194942,0.942040892384752,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321642,CP002544,2.37406938732982,9.59695791761287e-06,1.40104432827712,0.869190395804249,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321642,CP000139,2.83847155682074,6.30643837939079e-05,13.5295255169658,0.975187646373035,0
Flavonifractor plautii,Flavonifractor plautii,Flavonifractor,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321642,CP015406,1.27207998540846,3.74551095296673e-05,3.13986148507048,0.93673916453598,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321642,FP929049,0.77707817097314,2.65210383594129e-05,2.40884143747535,0.606330780948952,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321648,CP030777,2.60601297912068,5.56919877166844e-05,3.75745871805051,0.972824064900566,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321648,FP929032,1.43944259819206,3.68749472936919e-05,3.03494723291597,0.863113100339005,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321648,CP011531,1.6285438629367,5.62511388198912e-05,10.9104072848895,0.976729094856336,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321648,AE015928,1.64337381823338,1.24259472486278e-05,1.86326200174124,0.681677889445373,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321648,CP003274,0.710188151766927,5.95212366675783e-05,5.91882189108328,0.865334833873908,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321648,CP001104,1.77080317505114,7.04028501786585e-05,3.34551314741862,0.891429647236837,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321648,CP022412,1.43613909170018,1.06173433901488e-05,1.47440572911299,0.974989092397576,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR321648,AP009256,1.0950589643849,4.82688405778057e-05,2.24108130934955,0.973635916862164,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR321648,CP001071,0.940392780346748,2.63612029580423e-05,1.75389024634859,0.958229911161823,0
Dialister sp. Marseille-P5638,Dialister sp. Marseille-P5638,Dialister,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,ERR321648,LT996885,2.89992367823735,1.51864742741076e-05,1.32563466270034,0.979681710711057,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321648,CP003040,1.69386903540048,2.52938758096108e-05,2.06859598522203,0.629047964753053,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321648,CP002544,1.29931782578341,1.74693009402485e-05,1.84750539950812,0.588760205193749,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321648,FP929062,0.671964250246973,6.72599797308969e-05,6.94224699136878,0.804246645002551,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321648,CP012801,1.24535645548921,2.16405766734622e-05,3.40957580382406,0.857571388450401,0
[Eubacterium] siraeum 70/3,Eubacterium siraeum,Eubacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321648,FP929044,1.75349413888646,7.19957530818047e-05,5.44858528132787,0.955173181375694,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321648,CP000139,2.15724200931824,5.40286228692759e-05,9.31524464829165,0.984866718194578,0
Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,Methanomassiliicoccus intestinalis,Methanomassiliicoccus,Methanomassiliicoccaceae,Methanomassiliicoccales,Thermoplasmata,Euryarchaeota,Archaea,ERR321648,CP005934,1.24664841545565,2.29835949456998e-05,1.42644948085419,0.985528310221211,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321648,AP018536,0.754469875788452,3.97639803176212e-05,3.66013004339381,0.759052175987088,0
Bacteroides fragilis YCH46,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321648,AP006841,1.38029140368223,1.3601329023253e-05,1.77574651919232,0.864777362926985,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321648,FP929049,1.35335677211629,3.28559732511695e-05,2.97172519319581,0.617879210203691,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321648,CP001107,3.15282870606445,2.96773535027362e-05,2.26831122747384,0.815476017088443,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414233,CP030777,1.77088356322896,6.55079647677038e-05,4.74484523249445,0.956140095339807,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414233,HF545616,0.836947002195153,2.30702150506417e-05,1.72960755721812,0.692374642020274,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414233,CP003040,2.11774258994468,1.74855767799535e-05,1.6528201651793,0.649030368373167,0
Desulfovibrio piger,Desulfovibrio piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,ERR414233,LT630450,1.13548521019917,5.23062516687821e-05,3.23765958583405,0.972583870676861,0
[Ruminococcus] torques L2-14,Ruminococcus torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414233,FP929055,1.72831256346148,3.79377857780605e-05,2.75723610014925,0.737753336736385,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414233,CP002544,1.0646950422251,1.8381401701817e-05,1.90767589643739,0.472479821503135,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414233,FP929062,0.638645131386943,5.19901980745052e-05,4.47154338863382,0.659669521551999,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414233,CP000139,1.44979623809998,4.73534143982335e-05,7.07051119228047,0.983919720853635,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414233,AP018536,3.67242199830266,1.92149844033977e-05,1.87195799845861,0.882567000138174,0
[Eubacterium] rectale ATCC 33656,Eubacterium rectale,Eubacterium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414233,CP001107,3.75484328706079,1.9609447435396e-05,1.71803557458199,0.859938839035198,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414234,CP030777,3.25112298988323,5.26967513771282e-05,3.49925148250777,0.974140516658241,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414234,FP929032,1.09825243319966,6.31680006243093e-05,6.69793315713394,0.925754114701209,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414234,AE015928,1.74106219004218,1.30780994331258e-05,1.92512413987888,0.964887183902566,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414234,CP003274,0.834494455042263,5.64538610809309e-05,5.4005599677838,0.908448742393887,0
[Eubacterium] eligens ATCC 27750,Eubacterium eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414234,CP001104,3.69163629571857,5.26146331011903e-05,2.46575685660132,0.906769124108278,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414234,CP022412,2.13317119915678,1.4033141110688e-05,1.67056836046536,0.989713502990412,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414234,HF545616,2.75757428706317,1.62327182571376e-05,1.47036523025853,0.992418507598459,0
Dialister sp. Marseille-P5638,Dialister sp. Marseille-P5638,Dialister,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,ERR414234,LT996885,3.22851991649211,1.77075479700506e-05,1.38914368788042,0.990724781016396,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414234,CP003040,1.39422213494691,2.33983316265622e-05,1.95892892287309,0.534467619452309,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR414234,FP929039,3.44559986085331,2.31852451483428e-05,1.78471754530483,0.966790751482714,0
Bacteroides ovatus,Bacteroides ovatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR414234,CP012938,1.8732333083344,3.8238421245222e-05,7.24263761906451,0.878538678932485,0
