samples,kingdom,phylum,class,order,family,genus,species,oxygenstat,metabolism,gram,mtype,genes,file,reads,relative,taxa_id
ERR414335,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812,Anaerostipes_hadrus_DSM_3319.xml,135709,0.0038230182211782897,649756.0
ERR414336,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812,Anaerostipes_hadrus_DSM_3319.xml,69555,0.00286864394616526,649756.0
ERR414337,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812,Anaerostipes_hadrus_DSM_3319.xml,92445,0.0069552733303168395,649756.0
ERR414338,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812,Anaerostipes_hadrus_DSM_3319.xml,15330,0.00167607403764596,649756.0
ERR414339,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812,Anaerostipes_hadrus_DSM_3319.xml,112179,0.00786655709395094,649756.0
ERR414341,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812,Anaerostipes_hadrus_DSM_3319.xml,167929,0.00643793047423061,649756.0
ERR414343,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812,Anaerostipes_hadrus_DSM_3319.xml,123697,0.00589063712190491,649756.0
ERR414344,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812,Anaerostipes_hadrus_DSM_3319.xml,74965,0.0041301931193787,649756.0
ERR414345,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812,Anaerostipes_hadrus_DSM_3319.xml,117844,0.00723264754400908,649756.0
ERR414347,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812,Anaerostipes_hadrus_DSM_3319.xml,104039,0.00541227056348344,649756.0
ERR414351,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812,Anaerostipes_hadrus_DSM_3319.xml,41605,0.0041063698328632,649756.0
ERR260132,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,367,3.18093615557777e-05,1382.0
ERR260134,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,702,2.6999955346227698e-05,1382.0
ERR260138,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,1091,0.00011124054621045501,1382.0
ERR260139,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,550,8.20975046687358e-05,1382.0
ERR260143,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,182,2.3675224826829398e-05,1382.0
ERR260151,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,121,3.39478168748145e-05,1382.0
ERR260152,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,221,5.60195262268973e-05,1382.0
ERR260154,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,500,5.39098088897275e-05,1382.0
ERR260158,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,214,5.46057528436456e-05,1382.0
ERR260161,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,364,2.29219518873268e-05,1382.0
ERR260165,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,595,6.0216071456944603e-05,1382.0
ERR260166,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,131,1.4168670560130801e-05,1382.0
ERR260172,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,406,1.88082107753722e-05,1382.0
ERR260173,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,545,3.23916669613615e-05,1382.0
ERR260174,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,156,1.46660139663699e-05,1382.0
ERR260177,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,785,4.9871981482438e-05,1382.0
ERR260180,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,514,8.274122649219541e-05,1382.0
ERR260185,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,338,3.0308549100163398e-05,1382.0
ERR260186,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,365,3.8961285718159e-05,1382.0
ERR260189,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,298,3.557127588437e-05,1382.0
ERR260195,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,337,5.43864530285024e-05,1382.0
ERR260199,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,297,4.09001897658636e-05,1382.0
ERR260200,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,347,4.00422717146239e-05,1382.0
ERR260206,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,208,5.6666716613291896e-05,1382.0
ERR260227,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,205,2.27525351041095e-05,1382.0
ERR260230,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,199,3.7904639165930295e-05,1382.0
ERR260245,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,521,0.000101001347912422,1382.0
ERR260251,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,299,4.81618909614789e-05,1382.0
ERR260258,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,190,2.46580320294858e-05,1382.0
ERR275251,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,244,3.8690013235473e-05,1382.0
ERR321553,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,287,3.0562145407233695e-05,1382.0
ERR321560,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,264,1.3778283515009198e-05,1382.0
ERR321568,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,314,1.8967641988052898e-05,1382.0
ERR321584,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,450,4.35161304141682e-05,1382.0
ERR321587,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,254,3.12554143237411e-05,1382.0
ERR321589,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,499,3.84162792640242e-05,1382.0
ERR321606,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,377,1.65215726381021e-05,1382.0
ERR321619,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,200,2.1610521990272897e-05,1382.0
ERR321628,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,258,3.33834516418706e-05,1382.0
ERR321631,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,186,1.46846889380238e-05,1382.0
ERR321640,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,665,3.61163408900305e-05,1382.0
ERR414233,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,113,8.581799203821679e-06,1382.0
ERR414239,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,251,3.0502858458108504e-05,1382.0
ERR414240,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,261,1.6731693764104097e-05,1382.0
ERR414241,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,230,1.8769583612292898e-05,1382.0
ERR414244,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,194,1.18397963262089e-05,1382.0
ERR414261,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,124,1.0490297912616801e-05,1382.0
ERR414266,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,204,1.3690007234229301e-05,1382.0
ERR414279,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,267,2.74209826386154e-05,1382.0
ERR414283,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,432,1.88778251626727e-05,1382.0
ERR414294,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,285,2.1383460366093803e-05,1382.0
ERR414297,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,244,1.83692253441708e-05,1382.0
ERR414302,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,172,1.48379663876928e-05,1382.0
ERR414311,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,199,1.2954456492523e-05,1382.0
ERR414312,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,311,2.34091101030558e-05,1382.0
ERR414313,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,166,1.81197683944302e-05,1382.0
ERR414315,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,218,1.0927280502137599e-05,1382.0
ERR414318,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,466,2.29978916460751e-05,1382.0
ERR414319,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,521,2.83283300210211e-05,1382.0
ERR414320,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,259,1.9828475267575302e-05,1382.0
ERR414321,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,638,6.75061197260183e-05,1382.0
ERR414325,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,216,1.14469052523224e-05,1382.0
ERR414326,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,218,1.19623558927086e-05,1382.0
ERR414332,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,210,1.59828164934446e-05,1382.0
ERR414333,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,152,1.65276837071073e-05,1382.0
ERR414334,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,346,2.1191644122473e-05,1382.0
ERR414337,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,555,4.1756468152153706e-05,1382.0
ERR414338,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,257,2.80985667106987e-05,1382.0
ERR414341,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,335,1.28429676164763e-05,1382.0
ERR414344,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,433,2.3856114462628896e-05,1382.0
ERR414345,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,359,2.2033539834860198e-05,1382.0
ERR414347,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,339,1.76353071542487e-05,1382.0
ERR414351,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,440,Atopobium_parvulum_DSM_20469.xml,148,1.4607444664433402e-05,1382.0
ERR260132,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,233897,0.0202727908441737,47678.0
ERR260134,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,2098,8.069217423986569e-05,47678.0
ERR260138,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,672,6.8518466593424e-05,47678.0
ERR260139,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,10137,0.00151313164513995,47678.0
ERR260140,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,88699,0.0160674048819739,47678.0
ERR260142,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,69112,0.00971642797834133,47678.0
ERR260143,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,239160,0.0311108064262886,47678.0
ERR260151,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,33723,0.00946134073115181,47678.0
ERR260152,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,981,0.00024866586076283397,47678.0
ERR260154,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,94983,0.010241030755546,47678.0
ERR260158,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,54311,0.0138583787041647,47678.0
ERR260161,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,69775,0.00439389888169842,47678.0
ERR260162,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,137017,0.00723268934665722,47678.0
ERR260164,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,126764,0.0121882801019914,47678.0
ERR260165,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,43763,0.00442896795826935,47678.0
ERR260166,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,105674,0.0114294663570325,47678.0
ERR260167,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,730,Bacteroides_caccae_ATCC_43185.xml,249478,0.0168557093632973,47678.0
