strain,species,genus,family,order,class,phylum,kingdom,id,genbank,intercept,slope,rate,rsquared,pval
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321562,FP929039,2.44272752586248,1.97800332213355e-05,1.5795129937866,0.968240253848052,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321562,CP002544,1.45273994260096,1.2533217221889e-05,1.47172721406644,0.98043238118046,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321562,CP000139,1.056258456828,5.06922248816538e-05,4.78107880851718,0.996427866118271,0
Bacteroides fragilis YCH46,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321562,AP006841,3.08451604051605,1.22481331997021e-05,1.59102063982345,0.976606776771553,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321562,FP929049,2.85408632965882,1.69333256606742e-05,1.64527494114644,0.886788738585566,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321562,CP001107,2.77642816152674,2.30215484581511e-05,1.71011946374603,0.752326929017798,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321567,CP030777,2.26552171228998,3.8356427701601e-05,2.42102830993869,0.98388126836829,0
Bacteroides xylanisolvens XB1A,Bacteroides xylanisolvens,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321567,FP929033,1.68231618892401,5.47633377574617e-05,7.94567729338451,0.975656262255677,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321567,AP018532,0.860594374452701,2.64734235583147e-05,1.70005359192394,0.991801188350012,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321567,CP011531,3.60655587632958,5.23142561807677e-05,6.33153263666573,0.996436635162911,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321567,CP012098,1.22133064316714,2.78821383457816e-05,1.80099808200899,0.984061054879105,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321567,FP929053,1.4707130556447,2.18689049264804e-05,1.64780162442117,0.989881869777332,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR321567,AE014295,0.809259071163381,4.33264031156114e-05,1.70943727696047,0.996158326863265,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321567,CP002544,0.909181446472293,1.36523498656029e-05,1.48672164689445,0.994153942585611,0
Bacteroides fragilis YCH46,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321567,AP006841,1.73442324801775,1.34228122231955e-05,1.64227141730394,0.986418468238916,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321567,FP929049,2.42589577426931,1.70939200192139e-05,1.66039736384013,0.919972703060168,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321568,CP030777,1.28334461829876,9.17686447986582e-05,7.28006160417378,0.986393813111806,0
Bacteroides xylanisolvens XB1A,Bacteroides xylanisolvens,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321568,FP929033,1.24930587327133,5.69265774956948e-05,6.67208292446824,0.993093749357646,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321568,AP018532,0.761179475433689,3.42181242143323e-05,1.9237660574761,0.972498531327364,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR321568,CP024160,1.37784501798633,6.06778755255027e-05,2.62978461263343,0.989992928172093,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321568,CP001104,1.46995716852264,5.1800167476092e-05,2.10402127171841,0.940039496508976,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321568,CP012098,3.75953127919782,2.88044826449827e-05,1.88440515741753,0.901570370333538,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321568,FP929053,0.810178539941624,5.45131624143286e-05,2.89064684399556,0.991858746141328,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR321568,CP000678,3.26393785138308,3.84097821039238e-05,1.7190468436893,0.896731405465696,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321568,FP929039,2.86037282864741,2.30490918395815e-05,1.71769836458887,0.923694689160259,0
Bacteroides ovatus,Bacteroides ovatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321568,CP012938,2.01874701474435,4.31946881435083e-05,4.94307441022938,0.927168935412625,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321568,CP002544,1.57779977565828,1.18621560424907e-05,1.42079236016624,0.947186789779336,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321568,AP018536,1.74128090293739,1.86101950123907e-05,1.65752019194307,0.922792974312574,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321568,CP001107,1.27286385496546,2.29593136458919e-05,1.67656200700873,0.960805719136697,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321578,CP030777,2.19038180033119,5.61452743468929e-05,3.54193187135887,0.984899512061144,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321578,AP018532,0.787112671661967,3.27253412190064e-05,1.87440978036778,0.97698852187982,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321578,FP929032,1.77787182348609,2.71229666049188e-05,1.95337286663769,0.953423640361552,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321578,CP011531,1.36431681533898,4.90514377704922e-05,5.67865952466428,0.998628922027647,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321578,CP001104,2.78937852567487,8.27345424411036e-05,3.47548488847994,0.928461795379852,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321578,CP012098,0.795316231473778,2.93146260386139e-05,1.61526549784483,0.993812171718841,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321578,CP022412,1.41897027525777,1.23955953762688e-05,1.5006245303152,0.989091636519537,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321578,CP003040,1.46987533447224,1.57031843144047e-05,1.46836127181716,0.979440639958448,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321578,CP002544,1.03090741880398,1.17855372653326e-05,1.42480867201072,0.985246894151061,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321578,FP929062,0.776882683753061,2.72342995326085e-05,1.762042117174,0.969850727243093,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321578,CP012801,1.59796817194628,1.03372049605508e-05,1.57687795340089,0.9243719312192,0
[Eubacterium] siraeum 70/3,[Eubacterium] siraeum,"",Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321578,FP929044,2.82670377466852,7.65979774731937e-05,4.57052133047708,0.951681632480493,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321578,CP000139,1.120966173618,5.41975598318998e-05,5.66539213184529,0.998420874956483,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321578,AP018536,2.68615102686768,2.93221901410883e-05,2.28618790916412,0.976519937472459,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321578,FP929049,0.723311057217953,2.2523668380802e-05,1.63077671167266,0.926221460027228,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321578,CP001107,2.66859740175577,3.9353431852114e-05,2.47673012067579,0.864533184394889,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321584,CP030777,2.38080196821316,5.96914326284861e-05,3.93409006259006,0.980386941472815,0
Acidaminococcus fermentans DSM 20731,Acidaminococcus fermentans,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,ERR321584,CP001859,1.32313740103658,3.50078878923737e-05,1.79866958480751,0.993959881841721,0
Megasphaera hexanoica,Megasphaera hexanoica,Megasphaera,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,ERR321584,CP011940,1.00501306711676,2.11410724354042e-05,1.49667325582628,0.98272927521812,0
Lactobacillus ruminis ATCC 27782,Lactobacillus ruminis,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR321584,CP003032,1.48741560831867,3.8850379587409e-05,1.81196303569766,0.988844557573307,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321584,CP001104,0.923295332918293,5.86925590411457e-05,2.17832622603734,0.968740973488286,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR321584,AP009256,1.56460135418667,4.57486594008266e-05,1.93836697969846,0.953013827875948,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR321584,CP001071,2.05388319340907,2.4236453317968e-05,1.65460248655704,0.95714990030711,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321584,CP003040,2.05037416761282,1.76592767877125e-05,1.55638353556017,0.964102506668687,0
Megasphaera elsdenii 14-14,Megasphaera elsdenii,Megasphaera,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,ERR321584,CP009240,2.74417916769329,3.84697645193597e-05,1.97355735560883,0.962755570718823,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321584,FP929039,2.71070937504745,2.55990429316191e-05,1.82135509829472,0.927857616736992,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321584,FP929062,0.775918731067419,4.03268130107388e-05,2.20865017602427,0.978816119339925,0
[Eubacterium] siraeum 70/3,[Eubacterium] siraeum,"",Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321584,FP929044,1.42288863723685,1.94754405437154e-05,1.51472797416463,0.99018028170623,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321584,AP018536,0.861241869891531,2.7552100650179e-05,2.042056899909,0.952710963812742,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321584,FP929049,2.71553801788864,1.88422477522086e-05,1.72736092178237,0.907569638116357,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321587,CP030777,0.996940236542032,9.98526454668265e-05,6.45108859422693,0.992490378692884,0
Megasphaera hexanoica,Megasphaera hexanoica,Megasphaera,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,ERR321587,CP011940,1.45697646512268,2.22598083579539e-05,1.51725677453985,0.972297740534254,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321587,FP929032,0.866271944377644,2.57669819448709e-05,1.69504245926232,0.996841913158426,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321587,CP011531,0.943636427646023,4.7602574713437e-05,4.5546195545536,0.999279876648794,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321587,CP012098,1.66745501261535,3.53480229740486e-05,2.09655106615593,0.946657106928114,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321587,HF545616,1.34574894722843,2.17816862482472e-05,1.57369972933162,0.981238006733004,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321587,FP929053,1.4690650349305,3.21821282043239e-05,2.12869186192779,0.988193499761021,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321587,FP929039,1.16527133635995,2.50628210906614e-05,1.74179453161326,0.989286362712831,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321587,AP018536,2.40761115962122,3.68131399155819e-05,2.76998099815436,0.989158520252851,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321587,FP929049,0.933345872464595,2.04706642205519e-05,1.71280575970482,0.994293641272359,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321587,CP001107,1.66602617968802,3.05189989010674e-05,1.97476933573252,0.878721145206957,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321589,CP030777,2.6889316252696,6.38616551663419e-05,4.20435503592152,0.991375178312687,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321589,FP929032,0.913773046757648,3.16612543304168e-05,1.9009907337949,0.994961938555959,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321589,CP001104,1.81876080133663,5.38329659509206e-05,2.23457081254228,0.936544551863947,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321589,CP022412,0.947425807193193,1.19175615778339e-05,1.43660394167092,0.993330144213086,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321589,FP929053,0.988491889293777,2.84894905324861e-05,1.90620818161139,0.994234188632973,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321589,CP002544,0.864830958607393,1.18532870258601e-05,1.3978707482446,0.992716839887796,0
[Eubacterium] siraeum 70/3,[Eubacterium] siraeum,"",Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321589,FP929044,3.16387551999201,2.39523681965103e-05,1.65748129753139,0.883803778088227,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321589,CP000139,1.34831930308006,4.72284984491656e-05,5.12511659412866,0.997355706325735,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321589,FP929049,1.74628637711451,1.88341325400793e-05,1.75684088694967,0.972357333740312,0
"","","","","","","","",ERR321589,DPWE01000204,0.885524916060028,5.22908360338745e-05,1.72150206739096,0.994013007258804,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321589,CP001107,3.82496242179355,4.54398063515867e-05,2.59609588635403,0.838170142852187,0
Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,ERR321589,CP031477,1.09510926245317,5.11054733823817e-05,2.06037276639896,0.987331490950122,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321590,CP030777,1.19724187306258,8.41387624350756e-05,6.20104199059654,0.982986930422537,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321590,FP929032,1.40482978696889,2.98648606790465e-05,1.99955468341466,0.98905225481812,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321590,AE015928,2.16333430329233,1.31041907470964e-05,1.77147842701146,0.958670536065247,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR321590,CP024160,1.51815079999458,5.3682611123794e-05,2.35037170145355,0.987717317690957,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321590,CP001104,0.856704788414725,6.4268319840829e-05,2.23244394477749,0.965321106593108,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321590,CP012098,1.23086228712883,2.99516378842725e-05,1.89717515242894,0.987420597140173,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321590,CP022412,2.11554162171644,1.39956186425755e-05,1.59601459725668,0.97706908229027,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321590,HF545616,2.11017120620662,2.20772064099739e-05,1.60225912815637,0.967509408664895,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321590,FP929053,0.867649127413848,2.91188064367502e-05,1.92536374284955,0.997346947019993,0
[Ruminococcus] torques L2-14,[Ruminococcus] torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321590,FP929055,0.751389178875089,3.97345052288386e-05,1.9857099314236,0.954175780326795,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321590,CP002544,1.29306654706743,1.5687179989901e-05,1.56834062296527,0.983739977398779,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321590,FP929062,1.04947298600898,2.76893197666067e-05,1.96139010795058,0.983958939798273,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321590,CP000139,2.54027019605763,5.06574500135616e-05,5.95304052849722,0.993770024359045,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321590,AP018536,1.18780256113413,1.88335246336204e-05,1.6367048853699,0.983460610295648,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321590,FP929049,3.57814780869241,1.62509888804304e-05,1.62242500537872,0.936799057782707,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321590,CP001107,4.26071764322661,2.40233997967973e-05,1.71843735135589,0.772964596608735,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321592,AP018532,0.952791793777839,3.05400240624992e-05,2.04119847315961,0.993871148111842,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321592,FP929032,2.0987738583631,2.99325289735873e-05,1.97448285503113,0.955809701360799,0
Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321592,AE015928,4.14618190774202,1.13043493067061e-05,1.61937466123055,0.859756694553356,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321592,CP003274,1.86377241123305,2.56915194888968e-05,1.82652407657474,0.982145392499958,0
Bacteroides salanitronis DSM 18170,Bacteroides salanitronis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321592,CP002530,2.51021029509062,0.000132669746068693,15.2873643917427,0.977582062934861,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321592,HF545616,0.790264566640778,2.04421047747699e-05,1.40416265465185,0.996248060416564,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR321592,CP001071,2.44731936408437,2.63941208768606e-05,1.74215203419993,0.972463668769479,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321592,CP003040,1.21928222020486,1.70620776280625e-05,1.51545772403803,0.990628287609418,0
Odoribacter splanchnicus DSM 20712,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321592,CP002544,1.73771029083038,1.33236579058127e-05,1.47859059076434,0.911835163122573,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321592,CP000139,1.85148331421441,5.53912898814374e-05,6.33740037072276,0.995129316345903,0
Flavonifractor plautii,Flavonifractor plautii,Flavonifractor,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321592,CP015406,0.755843999343298,3.10667615755514e-05,1.79781407710026,0.992581062114883,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321592,FP929049,2.18002676993719,1.82160993224877e-05,1.6934589617966,0.937661151678246,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321602,CP030777,1.55576339040701,8.24412982182982e-05,6.3028167113106,0.988671684956939,0
Bacteroides xylanisolvens XB1A,Bacteroides xylanisolvens,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321602,FP929033,1.08275411170852,3.69657355032905e-05,3.43084737590331,0.987089674424929,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321602,CP011531,1.06420116171762,4.76783211294041e-05,4.97759899799313,0.999791280184094,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR321602,CP001104,1.73978021716985,4.99289381550504e-05,2.07759151907608,0.917271720341881,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR321602,CP022412,1.42597684875962,1.14405223319882e-05,1.44579506989103,0.989617455242929,0
