compartments,abundance,growth_rate,reactions,metabolites,tradeoff,sample
Anaerostipes,0.010097586873056053,0.0034047296368536254,2034,1491,0.2,ERR414339
Bacteroides,0.5188563179250597,0.1749492730155572,3307,1887,0.2,ERR414339
Barnesiella,0.0017034091406209072,0.007733772168005688,2235,1371,0.2,ERR414339
Bifidobacterium,0.007901625691773679,0.002664289944372804,3108,1734,0.2,ERR414339
Blautia,0.01733320515458591,0.005844453533765517,3108,1818,0.2,ERR414339
Clostridium,0.002886092119833447,0.0009731397710281124,3532,2001,0.2,ERR414339
Collinsella,0.003074489674859845,0.0010366641309266383,2629,1587,0.2,ERR414339
Coprococcus,0.038154330452371966,0.012864972718707386,2188,1591,0.2,ERR414339
Eubacterium,0.06874791507005815,0.02318059421720599,2482,1761,0.2,ERR414339
Faecalibacterium,0.04787179172825817,0.016141530654861024,1986,1472,0.2,ERR414339
Lachnoclostridium,0.004371849426697149,0.0014741111413766074,3174,1970,0.2,ERR414339
Methanobrevibacter,0.012264653828268923,0.004135426701270786,1063,1000,0.2,ERR414339
Odoribacter,0.035093342752310956,0.011832861219088449,2526,1594,0.2,ERR414339
Parabacteroides,0.06582743792107033,0.022195860416464867,2870,1747,0.2,ERR414339
Roseburia,0.05793607373014377,0.019535030470739793,2357,1567,0.2,ERR414339
Ruminococcus,0.01269617694283966,0.004280928746251997,2983,1793,0.2,ERR414339
Streptococcus,0.015136973933807559,0.005103922789144224,2896,1822,0.2,ERR414339
medium,,,780,780,0.2,ERR414339
Akkermansia,0.017036071695846235,0.009230498586519592,2274,1386,0.1,ERR414339
Alistipes,0.06301065593853757,0.0106060582374039,2650,1613,0.1,ERR414339
Anaerostipes,0.010097586873056053,0.0016996425901304336,2034,1491,0.1,ERR414339
Bacteroides,0.5188563179250597,0.08733475699604952,3307,1887,0.1,ERR414339
Barnesiella,0.0017034091406209072,0.008275829529688165,2235,1371,0.1,ERR414339
Bifidobacterium,0.007901625691773679,0.0013300147572673665,3108,1734,0.1,ERR414339
Blautia,0.01733320515458591,0.0029175538736334102,3108,1818,0.1,ERR414339
Clostridium,0.002886092119833447,0.00048579181881496983,3532,2001,0.1,ERR414339
Collinsella,0.003074489674859845,0.0005175032078883405,2629,1587,0.1,ERR414339
Coprococcus,0.038154330452371966,0.00642220025743509,2188,1591,0.1,ERR414339
Eubacterium,0.06874791507005815,0.011571763220832027,2482,1761,0.1,ERR414339
Faecalibacterium,0.04787179172825817,0.0080578594752139,1986,1472,0.1,ERR414339
Lachnoclostridium,0.004371849426697149,0.0007358769556477735,3174,1970,0.1,ERR414339
Methanobrevibacter,0.012264653828268923,0.002064406898766269,1063,1000,0.1,ERR414339
Odoribacter,0.035093342752310956,0.0059069697248821185,2526,1594,0.1,ERR414339
Parabacteroides,0.06582743792107033,0.011080183657527443,2870,1747,0.1,ERR414339
Roseburia,0.05793607373014377,0.009751896133420717,2357,1567,0.1,ERR414339
Ruminococcus,0.01269617694283966,0.002137041585337994,2983,1793,0.1,ERR414339
Streptococcus,0.015136973933807559,0.0025478805877116595,2896,1822,0.1,ERR414339
medium,,,780,780,0.1,ERR414339
Acidaminococcus,0.0016255535669895897,0.0,1278,1090,,ERR321612
Akkermansia,0.020430643219109968,0.0,2274,1386,,ERR321612
Alistipes,0.009975768665417733,49.376927140953086,2650,1613,,ERR321612
Anaerostipes,0.003356530985582334,0.0,2034,1491,,ERR321612
Bacteroides,0.3562197062433385,0.0,3307,1887,,ERR321612
Barnesiella,0.0015469995828563197,0.0,2235,1371,,ERR321612
Blautia,0.02056425840707497,0.0,3108,1818,,ERR321612
Coprococcus,0.006450676981171858,0.0,2188,1591,,ERR321612
Dialister,0.002813994590493676,0.0,1187,1056,,ERR321612
Enterococcus,0.01748464856929702,0.0,2570,1790,,ERR321612
Eubacterium,0.16929969343390006,0.0,2482,1761,,ERR321612
Faecalibacterium,0.03892151693469727,-5.694867339447277e-13,1986,1472,,ERR321612
Flavonifractor,0.001686341136019821,0.0,1207,1105,,ERR321612
Lachnoclostridium,0.009561267922972459,0.0,3174,1970,,ERR321612
Odoribacter,0.023882173135036648,0.0,2526,1594,,ERR321612
Parabacteroides,0.03766465318856495,0.0,2870,1747,,ERR321612
Prevotella,0.06821862909936169,6.5574212726460246e-12,2861,1722,,ERR321612
Roseburia,0.025524905797621737,0.0,2357,1567,,ERR321612
Ruminococcus,0.18218005072384927,0.0,2983,1793,,ERR321612
Streptococcus,0.0025919878166441356,0.0,2896,1822,,ERR321612
medium,,,766,766,,ERR321612
Acidaminococcus,0.0016255535669895897,0.040551895133081675,1278,1090,1.0,ERR321612
Akkermansia,0.020430643219109968,4.417386007185894e-05,2274,1386,1.0,ERR321612
Alistipes,0.009975768665417733,1.0757562749705478,2650,1613,1.0,ERR321612
Anaerostipes,0.003356530985582334,0.0005135564826842739,2034,1491,1.0,ERR321612
Bacteroides,0.3562197062433385,4.252034944235149e-06,3307,1887,1.0,ERR321612
Barnesiella,0.0015469995828563197,0.16748971082426423,2235,1371,1.0,ERR321612
Blautia,0.02056425840707497,5.646258364120083e-05,3108,1818,1.0,ERR321612
Coprococcus,0.006450676981171858,0.00020428067565807616,2188,1591,1.0,ERR321612
Dialister,0.002813994590493676,0.3042088634622222,1187,1056,1.0,ERR321612
Enterococcus,0.01748464856929702,6.10373462167757e-05,2570,1790,1.0,ERR321612
Eubacterium,0.16929969343390006,0.003362929098761119,2482,1761,1.0,ERR321612
Faecalibacterium,0.03892151693469727,3.862691024429421e-05,1986,1472,1.0,ERR321612
Flavonifractor,0.001686341136019821,0.0003364225978316289,1207,1105,1.0,ERR321612
Lachnoclostridium,0.009561267922972459,0.0002459248784191691,3174,1970,1.0,ERR321612
Odoribacter,0.023882173135036648,2.574510831454768,2526,1594,1.0,ERR321612
Parabacteroides,0.03766465318856495,0.0003583330203097258,2870,1747,1.0,ERR321612
Prevotella,0.06821862909936169,5.9541355879023365,2861,1722,1.0,ERR321612
Roseburia,0.025524905797621737,8.556420075698006e-05,2357,1567,1.0,ERR321612
Ruminococcus,0.18218005072384927,0.0018118451640796753,2983,1793,1.0,ERR321612
Streptococcus,0.0025919878166441356,0.0005057096893275075,2896,1822,1.0,ERR321612
medium,,,766,766,1.0,ERR321612
Acidaminococcus,0.0016255535669895897,0.05429691174793598,1278,1090,0.9,ERR321612
Akkermansia,0.020430643219109968,1.0965480071982195e-10,2274,1386,0.9,ERR321612
Alistipes,0.009975768665417733,0.617558142074551,2650,1613,0.9,ERR321612
Anaerostipes,0.003356530985582334,3.9103593300300843e-10,2034,1491,0.9,ERR321612
Bacteroides,0.3562197062433385,0.3169826911431766,3307,1887,0.9,ERR321612
Barnesiella,0.0015469995828563197,0.09575766930937966,2235,1371,0.9,ERR321612
Blautia,0.02056425840707497,3.15156374378706e-11,3108,1818,0.9,ERR321612
Coprococcus,0.006450676981171858,3.188424588916453e-11,2188,1591,0.9,ERR321612
Dialister,0.002813994590493676,0.17419127113377192,1187,1056,0.9,ERR321612
Enterococcus,0.01748464856929702,3.875024271507567e-11,2570,1790,0.9,ERR321612
Eubacterium,0.16929969343390006,2.7892546611267754e-11,2482,1761,0.9,ERR321612
Faecalibacterium,0.03892151693469727,5.944251424814554e-11,1986,1472,0.9,ERR321612
Flavonifractor,0.001686341136019821,6.102119526956262e-11,1207,1105,0.9,ERR321612
Lachnoclostridium,0.009561267922972459,8.197768376466403e-11,3174,1970,0.9,ERR321612
Odoribacter,0.023882173135036648,1.4783547465857925,2526,1594,0.9,ERR321612
Parabacteroides,0.03766465318856495,0.7384537473722008,2870,1747,0.9,ERR321612
Prevotella,0.06821862909936169,3.8170354092701637,2861,1722,0.9,ERR321612
Roseburia,0.025524905797621737,4.107803263986459e-11,2357,1567,0.9,ERR321612
Ruminococcus,0.18218005072384927,4.8058481503854906e-11,2983,1793,0.9,ERR321612
Streptococcus,0.0025919878166441356,2.258033415846284e-10,2896,1822,0.9,ERR321612
medium,,,766,766,0.9,ERR321612
Acidaminococcus,0.0016255535669895897,0.019737232478390838,1278,1090,0.8,ERR321612
Akkermansia,0.020430643219109968,3.40907995759247e-08,2274,1386,0.8,ERR321612
Alistipes,0.009975768665417733,0.16656656651195767,2650,1613,0.8,ERR321612
Anaerostipes,0.003356530985582334,0.0012587366298915706,2034,1491,0.8,ERR321612
Bacteroides,0.3562197062433385,0.8473838416275999,3307,1887,0.8,ERR321612
Barnesiella,0.0015469995828563197,0.026725248279308184,2235,1371,0.8,ERR321612
Blautia,0.02056425840707497,3.184290648656101e-07,3108,1818,0.8,ERR321612
Coprococcus,0.006450676981171858,3.086481748986973e-06,2188,1591,0.8,ERR321612
Dialister,0.002813994590493676,0.04698377271342001,1187,1056,0.8,ERR321612
Enterococcus,0.01748464856929702,1.9113052932047656e-07,2570,1790,0.8,ERR321612
Eubacterium,0.16929969343390006,3.0030851931157263e-08,2482,1761,0.8,ERR321612
Faecalibacterium,0.03892151693469727,7.579974830309396e-08,1986,1472,0.8,ERR321612
Flavonifractor,0.001686341136019821,4.080318111988605e-06,1207,1105,0.8,ERR321612
Lachnoclostridium,0.009561267922972459,1.825050490408329e-06,3174,1970,0.8,ERR321612
Odoribacter,0.023882173135036648,0.3987417637621917,2526,1594,0.8,ERR321612
Parabacteroides,0.03766465318856495,0.25502147740610814,2870,1747,0.8,ERR321612
Prevotella,0.06821862909936169,1.0437572660571848,2861,1722,0.8,ERR321612
Roseburia,0.025524905797621737,2.0244135906957175e-07,2357,1567,0.8,ERR321612
Ruminococcus,0.18218005072384927,1.9785151849254093e-08,2983,1793,0.8,ERR321612
Streptococcus,0.0025919878166441356,1.8721204191654845e-05,2896,1822,0.8,ERR321612
medium,,,766,766,0.8,ERR321612
Acidaminococcus,0.0016255535669895897,0.002826381749093407,1278,1090,0.7000000000000001,ERR321612
Akkermansia,0.020430643219109968,0.0353910628930436,2274,1386,0.7000000000000001,ERR321612
Alistipes,0.009975768665417733,0.017322808832042406,2650,1613,0.7000000000000001,ERR321612
Anaerostipes,0.003356530985582334,0.005832159630569252,2034,1491,0.7000000000000001,ERR321612
Bacteroides,0.3562197062433385,0.6173867197163223,3307,1887,0.7000000000000001,ERR321612
Barnesiella,0.0015469995828563197,0.008780220495987276,2235,1371,0.7000000000000001,ERR321612
Blautia,0.02056425840707497,0.03563795342113544,3108,1818,0.7000000000000001,ERR321612
Coprococcus,0.006450676981171858,0.011192596267640827,2188,1591,0.7000000000000001,ERR321612
Dialister,0.002813994590493676,0.004895627769708559,1187,1056,0.7000000000000001,ERR321612
Enterococcus,0.01748464856929702,0.03028662715261373,2570,1790,0.7000000000000001,ERR321612
Eubacterium,0.16929969343390006,0.29324371800119436,2482,1761,0.7000000000000001,ERR321612
Faecalibacterium,0.03892151693469727,0.06742014219418802,1986,1472,0.7000000000000001,ERR321612
Flavonifractor,0.001686341136019821,0.005044862382590845,1207,1105,0.7000000000000001,ERR321612
Lachnoclostridium,0.009561267922972459,0.016578514274680246,3174,1970,0.7000000000000001,ERR321612
Odoribacter,0.023882173135036648,0.04154293377758305,2526,1594,0.7000000000000001,ERR321612
Parabacteroides,0.03766465318856495,0.06529813101613406,2870,1747,0.7000000000000001,ERR321612
Prevotella,0.06821862909936169,0.11833562436173777,2861,1722,0.7000000000000001,ERR321612
Roseburia,0.025524905797621737,0.04421783485551752,2357,1567,0.7000000000000001,ERR321612
Ruminococcus,0.18218005072384927,0.31557713665880144,2983,1793,0.7000000000000001,ERR321612
Streptococcus,0.0025919878166441356,0.004500896203244917,2896,1822,0.7000000000000001,ERR321612
medium,,,766,766,0.7000000000000001,ERR321612
Acidaminococcus,0.0016255535669895897,0.0024143860817113934,1278,1090,0.6,ERR321612
Akkermansia,0.020430643219109968,0.030974616781301038,2274,1386,0.6,ERR321612
Alistipes,0.009975768665417733,0.014816710741003795,2650,1613,0.6,ERR321612
Anaerostipes,0.003356530985582334,0.0049853550521302085,2034,1491,0.6,ERR321612
Bacteroides,0.3562197062433385,0.5290824721714894,3307,1887,0.6,ERR321612
Barnesiella,0.0015469995828563197,0.008063909555267213,2235,1371,0.6,ERR321612
Blautia,0.02056425840707497,0.030543477764245767,3108,1818,0.6,ERR321612
Coprococcus,0.006450676981171858,0.009580997527272489,2188,1591,0.6,ERR321612
Dialister,0.002813994590493676,0.004179541976523862,1187,1056,0.6,ERR321612
Enterococcus,0.01748464856929702,0.025969425408944622,2570,1790,0.6,ERR321612
Eubacterium,0.16929969343390006,0.2514557694866448,2482,1761,0.6,ERR321612
Faecalibacterium,0.03892151693469727,0.05780896463710195,1986,1472,0.6,ERR321612
Flavonifractor,0.001686341136019821,0.004715908975565997,1207,1105,0.6,ERR321612
Lachnoclostridium,0.009561267922972459,0.014201065189271854,3174,1970,0.6,ERR321612
Odoribacter,0.023882173135036648,0.03547147724378037,2526,1594,0.6,ERR321612
Parabacteroides,0.03766465318856495,0.05594218251815813,2870,1747,0.6,ERR321612
Prevotella,0.06821862909936169,0.1013230888165752,2861,1722,0.6,ERR321612
Roseburia,0.025524905797621737,0.03791137891927624,2357,1567,0.6,ERR321612
Ruminococcus,0.18218005072384927,0.2705865788099602,2983,1793,0.6,ERR321612
Streptococcus,0.0025919878166441356,0.003849801957430352,2896,1822,0.6,ERR321612
medium,,,766,766,0.6,ERR321612
Acidaminococcus,0.0016255535669895897,0.0020118745194566677,1278,1090,0.5,ERR321612
Akkermansia,0.020430643219109968,0.026233440340042425,2274,1386,0.5,ERR321612
Alistipes,0.009975768665417733,0.01234655967033395,2650,1613,0.5,ERR321612
Anaerostipes,0.003356530985582334,0.004154227314491422,2034,1491,0.5,ERR321612
Bacteroides,0.3562197062433385,0.4408770886728,3307,1887,0.5,ERR321612
Barnesiella,0.0015469995828563197,0.009263794872025395,2235,1371,0.5,ERR321612
Blautia,0.02056425840707497,0.025451456576219535,3108,1818,0.5,ERR321612
Coprococcus,0.006450676981171858,0.007983712414470136,2188,1591,0.5,ERR321612
Dialister,0.002813994590493676,0.0034827544540821393,1187,1056,0.5,ERR321612
Enterococcus,0.01748464856929702,0.021639962176732946,2570,1790,0.5,ERR321612
Eubacterium,0.16929969343390006,0.20953460642295213,2482,1761,0.5,ERR321612
Faecalibacterium,0.03892151693469727,0.048171408802847135,1986,1472,0.5,ERR321612
Flavonifractor,0.001686341136019821,0.004746032124460258,1207,1105,0.5,ERR321612
Lachnoclostridium,0.009561267922972459,0.011833550779588451,3174,1970,0.5,ERR321612
Odoribacter,0.023882173135036648,0.029557890287072928,2526,1594,0.5,ERR321612
Parabacteroides,0.03766465318856495,0.0466158451137474,2870,1747,0.5,ERR321612
Prevotella,0.06821862909936169,0.08443112511542837,2861,1722,0.5,ERR321612
Roseburia,0.025524905797621737,0.031591026468372835,2357,1567,0.5,ERR321612
Ruminococcus,0.18218005072384927,0.22547604461244222,2983,1793,0.5,ERR321612
Streptococcus,0.0025919878166441356,0.0032079866105167113,2896,1822,0.5,ERR321612
medium,,,766,766,0.5,ERR321612
Acidaminococcus,0.0016255535669895897,0.0016094331835074264,1278,1090,0.4,ERR321612
Akkermansia,0.020430643219109968,0.0212378228459629,2274,1386,0.4,ERR321612
Alistipes,0.009975768665417733,0.009876840137518054,2650,1613,0.4,ERR321612
Anaerostipes,0.003356530985582334,0.003323244698149111,2034,1491,0.4,ERR321612
Bacteroides,0.3562197062433385,0.35268711638006617,3307,1887,0.4,ERR321612
Barnesiella,0.0015469995828563197,0.008975139734620953,2235,1371,0.4,ERR321612
Blautia,0.02056425840707497,0.020360325035758135,3108,1818,0.4,ERR321612
Coprococcus,0.006450676981171858,0.006386706364758096,2188,1591,0.4,ERR321612
Dialister,0.002813994590493676,0.0027860885759883615,1187,1056,0.4,ERR321612
Enterococcus,0.01748464856929702,0.01731125534254509,2570,1790,0.4,ERR321612
Eubacterium,0.16929969343390006,0.16762076783014926,2482,1761,0.4,ERR321612
Faecalibacterium,0.03892151693469727,0.038535536765419764,1986,1472,0.4,ERR321612
Flavonifractor,0.001686341136019821,0.004130653667203751,1207,1105,0.4,ERR321612
Lachnoclostridium,0.009561267922972459,0.009466449959304514,3174,1970,0.4,ERR321612
Odoribacter,0.023882173135036648,0.02364533643177728,2526,1594,0.4,ERR321612
Parabacteroides,0.03766465318856495,0.037291137171238914,2870,1747,0.4,ERR321612
Prevotella,0.06821862909936169,0.06754211279157174,2861,1722,0.4,ERR321612
Roseburia,0.025524905797621737,0.025271778264256223,2357,1567,0.4,ERR321612
Ruminococcus,0.18218005072384927,0.1803733921093428,2983,1793,0.4,ERR321612
Streptococcus,0.0025919878166441356,0.0025662833785229477,2896,1822,0.4,ERR321612
medium,,,766,766,0.4,ERR321612
Acidaminococcus,0.0016255535669895897,0.001206816013462298,1278,1090,0.30000000000000004,ERR321612
Akkermansia,0.020430643219109968,0.017113355609219512,2274,1386,0.30000000000000004,ERR321612
Alistipes,0.009975768665417733,0.007406040409044285,2650,1613,0.30000000000000004,ERR321612
Anaerostipes,0.003356530985582334,0.0024918987834005764,2034,1491,0.30000000000000004,ERR321612
Bacteroides,0.3562197062433385,0.26445856866319195,3307,1887,0.30000000000000004,ERR321612
Barnesiella,0.0015469995828563197,0.010265385034986972,2235,1371,0.30000000000000004,ERR321612
Blautia,0.02056425840707497,0.015266966625765712,3108,1818,0.30000000000000004,ERR321612
Coprococcus,0.006450676981171858,0.004789001792323153,2188,1591,0.30000000000000004,ERR321612
Dialister,0.002813994590493676,0.002089118161412533,1187,1056,0.30000000000000004,ERR321612
Enterococcus,0.01748464856929702,0.012980655164063666,2570,1790,0.30000000000000004,ERR321612
Eubacterium,0.16929969343390006,0.12568859553908987,2482,1761,0.30000000000000004,ERR321612
Faecalibacterium,0.03892151693469727,0.028895450019415177,1986,1472,0.30000000000000004,ERR321612
Flavonifractor,0.001686341136019821,0.004262405301599719,1207,1105,0.30000000000000004,ERR321612
Lachnoclostridium,0.009561267922972459,0.0070983138611032445,3174,1970,0.30000000000000004,ERR321612
Odoribacter,0.023882173135036648,0.01773019658389103,2526,1594,0.30000000000000004,ERR321612
Parabacteroides,0.03766465318856495,0.02796235054641367,2870,1747,0.30000000000000004,ERR321612
Prevotella,0.06821862909936169,0.05064571296351305,2861,1722,0.30000000000000004,ERR321612
Roseburia,0.025524905797621737,0.018949766024941944,2357,1567,0.30000000000000004,ERR321612
Ruminococcus,0.18218005072384927,0.13525101112337154,2983,1793,0.30000000000000004,ERR321612
Streptococcus,0.0025919878166441356,0.0019242995030394217,2896,1822,0.30000000000000004,ERR321612
medium,,,766,766,0.30000000000000004,ERR321612
Acidaminococcus,0.0016255535669895897,0.0008042566704863778,1278,1090,0.2,ERR321612
Akkermansia,0.020430643219109968,0.012910463083688326,2274,1386,0.2,ERR321612
Alistipes,0.009975768665417733,0.0049355775147764975,2650,1613,0.2,ERR321612
Anaerostipes,0.003356530985582334,0.0016606687488140907,2034,1491,0.2,ERR321612
Bacteroides,0.3562197062433385,0.176241993805208,3307,1887,0.2,ERR321612
Barnesiella,0.0015469995828563197,0.009188745480014731,2235,1371,0.2,ERR321612
Blautia,0.02056425840707497,0.010174300359297528,3108,1818,0.2,ERR321612
Coprococcus,0.006450676981171858,0.003191514464160936,2188,1591,0.2,ERR321612
Dialister,0.002813994590493676,0.001392245542556404,1187,1056,0.2,ERR321612
Enterococcus,0.01748464856929702,0.008650644150485828,2570,1790,0.2,ERR321612
Eubacterium,0.16929969343390006,0.08376211272262135,2482,1761,0.2,ERR321612
Faecalibacterium,0.03892151693469727,0.019256673958128842,1986,1472,0.2,ERR321612
Flavonifractor,0.001686341136019821,0.003560063012901377,1207,1105,0.2,ERR321612
Lachnoclostridium,0.009561267922972459,0.004730501198408531,3174,1970,0.2,ERR321612
Odoribacter,0.023882173135036648,0.01181586346297733,2526,1594,0.2,ERR321612
Parabacteroides,0.03766465318856495,0.01863483096676685,2870,1747,0.2,ERR321612
Prevotella,0.06821862909936169,0.033751605445434436,2861,1722,0.2,ERR321612
Roseburia,0.025524905797621737,0.012628613152238686,2357,1567,0.2,ERR321612
Ruminococcus,0.18218005072384927,0.09013475328305076,2983,1793,0.2,ERR321612
Streptococcus,0.0025919878166441356,0.0012824033931095118,2896,1822,0.2,ERR321612
medium,,,766,766,0.2,ERR321612
Acidaminococcus,0.0016255535669895897,0.00040141228198198895,1278,1090,0.1,ERR321612
Akkermansia,0.020430643219109968,0.010301671760755618,2274,1386,0.1,ERR321612
Alistipes,0.009975768665417733,0.0024634028524275933,2650,1613,0.1,ERR321612
Anaerostipes,0.003356530985582334,0.000828857468423576,2034,1491,0.1,ERR321612
Bacteroides,0.3562197062433385,0.08796440847751227,3307,1887,0.1,ERR321612
Barnesiella,0.0015469995828563197,0.009126480168783873,2235,1371,0.1,ERR321612
Blautia,0.02056425840707497,0.0050781100160583615,3108,1818,0.1,ERR321612
Coprococcus,0.006450676981171858,0.0015929214170070129,2188,1591,0.1,ERR321612
Dialister,0.002813994590493676,0.0006948842855541978,1187,1056,0.1,ERR321612
Enterococcus,0.01748464856929702,0.004317635411299606,2570,1790,0.1,ERR321612
Eubacterium,0.16929969343390006,0.04180663534325114,2482,1761,0.1,ERR321612
Faecalibacterium,0.03892151693469727,0.009611226544730256,1986,1472,0.1,ERR321612
Flavonifractor,0.001686341136019821,0.0027755026841249824,1207,1105,0.1,ERR321612
Lachnoclostridium,0.009561267922972459,0.0023610466535200127,3174,1970,0.1,ERR321612
Odoribacter,0.023882173135036648,0.005897431637143449,2526,1594,0.1,ERR321612
Parabacteroides,0.03766465318856495,0.009300858196513394,2870,1747,0.1,ERR321612
Prevotella,0.06821862909936169,0.016845815186016445,2861,1722,0.1,ERR321612
Roseburia,0.025524905797621737,0.00630308556313086,2357,1567,0.1,ERR321612
Ruminococcus,0.18218005072384927,0.04498729327665038,2983,1793,0.1,ERR321612
Streptococcus,0.0025919878166441356,0.0006400619990405206,2896,1822,0.1,ERR321612
medium,,,766,766,0.1,ERR321612
Alistipes,0.07095854692044072,6.941697990528965,2650,1613,,ERR321608
Anaerostipes,0.013231902709906842,0.0,2034,1491,,ERR321608
Bacteroides,0.35486867890133916,0.0,3307,1887,,ERR321608
Bifidobacterium,0.012404594600174809,0.0,3108,1734,,ERR321608
Blautia,0.012696761714737293,0.0,3108,1818,,ERR321608
Coprococcus,0.007490777016705651,3.71042601569617e-13,2188,1591,,ERR321608
Eubacterium,0.21738926959119045,2.4353852268177434e-12,2482,1761,,ERR321608
Faecalibacterium,0.08148829281823669,-1.0089706847793423e-12,1986,1472,,ERR321608
Flavonifractor,0.0017388192367089248,0.0,1207,1105,,ERR321608
Lachnoclostridium,0.00456970432891482,0.0,3174,1970,,ERR321608
Odoribacter,0.018801330850531265,0.0,2526,1594,,ERR321608
Parabacteroides,0.031139855705831644,0.0,2870,1747,,ERR321608
Roseburia,0.09755999764207614,-1.2523315717771766e-12,2357,1567,,ERR321608
Ruminococcus,0.07566146796320561,0.0,2983,1793,,ERR321608
medium,,,760,760,,ERR321608
Alistipes,0.07095854692044072,6.571260039749814,2650,1613,1.0,ERR321608
Anaerostipes,0.013231902709906842,2.3690587311544035e-10,2034,1491,1.0,ERR321608
Bacteroides,0.35486867890133916,7.019332243560206e-10,3307,1887,1.0,ERR321608
Bifidobacterium,0.012404594600174809,4.4661848243622594e-10,3108,1734,1.0,ERR321608
Blautia,0.012696761714737293,3.2428353587892394e-10,3108,1818,1.0,ERR321608
Coprococcus,0.007490777016705651,5.514907880264643e-10,2188,1591,1.0,ERR321608
Eubacterium,0.21738926959119045,1.3383426301451038e-10,2482,1761,1.0,ERR321608
Faecalibacterium,0.08148829281823669,1.861944783790011e-10,1986,1472,1.0,ERR321608
Flavonifractor,0.0017388192367089248,3.482533716989334e-10,1207,1105,1.0,ERR321608
Lachnoclostridium,0.00456970432891482,6.162416002934661e-10,3174,1970,1.0,ERR321608
Odoribacter,0.018801330850531265,1.398078621278243,2526,1594,1.0,ERR321608
Parabacteroides,0.031139855705831644,1.7792203819147754e-10,2870,1747,1.0,ERR321608
Roseburia,0.09755999764207614,2.4588735792520277e-10,2357,1567,1.0,ERR321608
Ruminococcus,0.07566146796320561,1.8541429701818327e-10,2983,1793,1.0,ERR321608
medium,,,760,760,1.0,ERR321608
Alistipes,0.07095854692044072,4.266911377979445,2650,1613,0.9,ERR321608
Anaerostipes,0.013231902709906842,0.06753526916664557,2034,1491,0.9,ERR321608
Bacteroides,0.35486867890133916,0.2831568120397123,3307,1887,0.9,ERR321608
Bifidobacterium,0.012404594600174809,0.25993182976673723,3108,1734,0.9,ERR321608
Blautia,0.012696761714737293,0.06991216616508787,3108,1818,0.9,ERR321608
Coprococcus,0.007490777016705651,0.09440014156331432,2188,1591,0.9,ERR321608
Eubacterium,0.21738926959119045,0.012649795370137572,2482,1761,0.9,ERR321608
Faecalibacterium,0.08148829281823669,0.015855947339718846,1986,1472,0.9,ERR321608
Flavonifractor,0.0017388192367089248,0.14301857704680626,1207,1105,0.9,ERR321608
Lachnoclostridium,0.00456970432891482,0.19083689274220972,3174,1970,0.9,ERR321608
Odoribacter,0.018801330850531265,1.3447232772178712,2526,1594,0.9,ERR321608
Parabacteroides,0.031139855705831644,0.05930756166380555,2870,1747,0.9,ERR321608
Roseburia,0.09755999764207614,0.01367773788184171,2357,1567,0.9,ERR321608
Ruminococcus,0.07566146796320561,0.009616777440115565,2983,1793,0.9,ERR321608
medium,,,760,760,0.9,ERR321608
Alistipes,0.07095854692044072,1.0063831000903656,2650,1613,0.8,ERR321608
Anaerostipes,0.013231902709906842,2.481068684589395e-11,2034,1491,0.8,ERR321608
Bacteroides,0.35486867890133916,0.8935817680059378,3307,1887,0.8,ERR321608
Bifidobacterium,0.012404594600174809,2.5707504041612803e-09,3108,1734,0.8,ERR321608
Blautia,0.012696761714737293,2.8447353794283216e-11,3108,1818,0.8,ERR321608
Coprococcus,0.007490777016705651,4.778948903619497e-11,2188,1591,0.8,ERR321608
Eubacterium,0.21738926959119045,4.748267185471902e-12,2482,1761,0.8,ERR321608
Faecalibacterium,0.08148829281823669,8.398486230832148e-12,1986,1472,0.8,ERR321608
Flavonifractor,0.0017388192367089248,2.2099963918041398e-10,1207,1105,0.8,ERR321608
Lachnoclostridium,0.00456970432891482,1.6462943953705606e-10,3174,1970,0.8,ERR321608
Odoribacter,0.018801330850531265,0.26655830191106655,2526,1594,0.8,ERR321608
Parabacteroides,0.031139855705831644,2.265097169355442e-11,2870,1747,0.8,ERR321608
Roseburia,0.09755999764207614,1.066133571274297e-11,2357,1567,0.8,ERR321608
Ruminococcus,0.07566146796320561,8.370134683881555e-12,2983,1793,0.8,ERR321608
medium,,,760,760,0.8,ERR321608
Alistipes,0.07095854692044072,0.803381512788909,2650,1613,0.7000000000000001,ERR321608
Anaerostipes,0.013231902709906842,1.3933578686054784e-09,2034,1491,0.7000000000000001,ERR321608
Bacteroides,0.35486867890133916,0.7997158787473855,3307,1887,0.7000000000000001,ERR321608
Bifidobacterium,0.012404594600174809,5.762791138384948e-09,3108,1734,0.7000000000000001,ERR321608
Blautia,0.012696761714737293,1.4379191021634595e-09,3108,1818,0.7000000000000001,ERR321608
Coprococcus,0.007490777016705651,1.914318274585506e-09,2188,1591,0.7000000000000001,ERR321608
Eubacterium,0.21738926959119045,1.2568695353619853e-07,2482,1761,0.7000000000000001,ERR321608
Faecalibacterium,0.08148829281823669,5.327501471197663e-10,1986,1472,0.7000000000000001,ERR321608
Flavonifractor,0.0017388192367089248,2.984846780267422e-09,1207,1105,0.7000000000000001,ERR321608
Lachnoclostridium,0.00456970432891482,1.347060679147452e-09,3174,1970,0.7000000000000001,ERR321608
Odoribacter,0.018801330850531265,0.21275260216662964,2526,1594,0.7000000000000001,ERR321608
